BU	SEG_OFICIAL	CARTEIRA	PORTFOLIO	TOP_BS_OP	CANAL	PRODUTO	MEIO_PAGO	TIPO_CREDITO	PARCELA_AGROUP	P&L	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PCJ	2 a 6x	TPV	181.654,52	989.102,20	1.439.707,27	2.314.637,15	2.452.826,60	3.809.421,39	5.077.839,11	5.580.698,96	6.754.669,77	7.472.785,80	7.993.664,80	9.885.732,33	634789	1793592	3595010	6624077	9370475	11758251	13992765	16018950	17883873	19637114	21089756	25670196
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PCJ	7 a 12x	TPV	109.008,12	522.387,63	869.530,62	1.149.426,89	1.125.138,57	1.853.716,59	2.661.174,87	2.710.538,48	3.207.152,15	3.288.490,75	3.868.305,96	4.224.624,87	329996	880319	1953306	4013013	5676842	7123409	8477128	9704635	10834447	11896599	12776642	15551575
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	26.965,53	101.170,52	278.927,68	227.088,57	409.569,22	441.456,31	992.656,73	666.515,57	198951	187095	404172	921693	1303835	1636077	1946994	2228923	2488413	2732364	2934489	3571825
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PSJ	2 a 6x	TPV	6.777.879,31	25.015.726,18	46.548.352,19	80.339.294,83	130.501.550,19	162.388.819,68	216.403.668,82	257.332.946,82	281.147.177,77	329.363.027,48	355.289.660,36	434.570.667,01	22255400	67843767	140664564	115797093	163807528	205548815	244610901	280031125	312632290	343281115	368675112	448746884
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PSJ	7 a 12x	TPV	3.356.097,95	10.095.148,65	20.365.435,38	32.243.707,14	50.784.354,56	59.473.984,10	82.962.294,07	95.251.817,46	107.420.790,36	126.931.621,99	143.915.429,27	152.246.673,03	11821889	34962018	68262653	62936749	89030847	111717607	132948198	152199404	169918427	186576336	200378198	243897918
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PSJ	Maior que 12x	TPV	0	9.200,00	12.969,00	48.509,60	240.875,61	2.344.893,98	3.991.623,31	7.177.836,32	9.161.619,30	11.944.144,03	12.997.724,77	14.344.534,60	1793836	5492187	10084812	8704207	12313043	15450642	18386851	21049310	23499866	25803669	27712479	33731293
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PNF	1x	TPV	91.264,21	183.175,41	133.543,04	116.441,44	73.996,41	119.416,32	70.475,71	203.955,05	128.555,66	92.923,68	155.609,58	92.537,43	0	1040	0	213	301	378	450	515	575	631	678	825
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PNF	2 a 6x	TPV	69.421,36	216.247,41	149.886,03	154.811,71	190.712,00	145.137,46	180.255,07	229.532,46	98.816,48	212.678,52	483.764,12	339.669,40	0	11284	13360	5832	8250	10352	12319	14103	15745	17289	18568	22600
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PNF	7 a 12x	TPV	52.606,00	147.022,32	158.386,10	112.818,40	197.249,51	176.834,00	139.165,75	180.780,39	135.297,76	192.736,53	326.824,63	179.832,97	0	0	0	2833	4008	5029	5985	6851	7649	8399	9020	10979
POINT	SMB	-	AQUISICAO	-	FDV-P	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63049	65134	77715	90965	101117	109986	118127	126832	154531
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	debit_card	-	-	TPV	4.130.117,91	9.216.320,89	14.040.610,71	21.092.147,21	27.613.470,70	32.786.849,30	38.947.745,88	44.171.180,79	46.421.993,27	51.284.284,20	55.608.852,01	73.796.954,44	3160316	6536540	10190034	18943719	19570119	23350223	27331323	30381372	33046109	35492127	38107627	46430256
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	1x	1x	TPV	2.758.886,02	6.220.602,19	9.519.555,60	14.863.938,40	19.114.844,91	22.529.684,84	27.819.110,83	31.600.494,66	34.881.506,23	39.365.897,02	41.702.104,67	47.336.862,58	2244953	4702371	7499195	13503276	13949779	16644276	19482045	21656150	23555602	25299149	27163503	33095958
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	2 a 6x	TPV	289.116,25	778.887,20	1.087.154,18	1.638.236,66	1.757.915,06	2.380.841,48	3.064.568,36	3.325.769,88	4.019.269,45	4.302.635,80	4.145.716,63	4.891.728,01	184256	423378	833173	2609248	2695526	3216185	3764530	4184634	4551666	4888573	5248823	6395156
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	7 a 12x	TPV	97.973,23	218.475,36	432.760,46	631.914,57	479.319,30	959.837,24	1.137.769,28	1.112.441,17	1.320.115,67	1.508.855,22	1.562.353,70	1.528.938,85	59987	132437	250976	1282970	1325393	1581402	1851023	2057589	2238059	2403717	2580852	3144505
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	15.364,81	22.190,81	106.094,34	182.852,91	135.036,86	207.207,87	3775	9085	0	154422	159528	190342	222794	247657	269379	289318	310638	378481
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	2 a 6x	TPV	2.260.123,84	5.481.525,33	8.411.705,90	14.213.484,49	20.063.348,69	24.622.996,56	29.981.897,66	34.376.471,60	38.357.420,94	43.894.807,77	46.508.986,23	58.894.535,54	2892898	5992586	9847747	10094067	10427840	12442050	14563360	16188563	17608455	18911804	20305459	24740131
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	7 a 12x	TPV	803.817,87	1.875.587,26	2.641.579,54	4.826.515,66	6.602.583,18	7.762.417,50	10.559.422,36	12.027.987,14	14.078.401,77	15.902.238,50	16.950.087,86	18.439.231,65	981549	1794671	3405959	4109874	4245772	5065872	5929579	6591293	7169412	7700080	8267517	10073126
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	1.900,00	0	67.490,32	204.758,31	550.738,68	728.199,95	901.609,39	1.167.178,88	47006	121967	124867	409370	422906	504594	590624	656535	714120	766978	823498	1003348
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	5	6	6	7	7	9
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	3
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	3	3	4
POINT	LONGTAIL	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102808	106207	126722	148327	164880	179342	192616	206810	251977
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105015	108487	129443	151512	168420	183192	196752	211251	257387
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	debit_card	-	-	TPV	2.905.638,12	10.325.092,34	21.365.040,37	26.522.279,41	38.293.413,13	46.489.642,14	53.098.582,67	63.114.158,93	65.225.702,55	73.754.344,66	82.984.415,06	115.780.633,70	2465537	9086131	15977546	29025046	29984797	35776569	41876302	46549503	50632339	54380062	58387458	71139161
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	1x	1x	TPV	3.132.192,08	8.804.893,91	15.697.255,07	20.294.201,68	29.271.709,65	34.691.425,00	42.059.508,66	49.421.164,43	52.384.828,77	60.799.985,13	66.443.838,59	78.976.945,35	1920736	7810698	13343048	14417002	14893719	17770544	20800336	23121557	25149538	27011066	29001576	35335461
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	2 a 6x	TPV	109.043,78	361.211,34	629.196,49	917.694,16	932.254,27	1.328.640,66	1.506.352,83	1.802.253,95	1.877.113,70	2.063.912,03	2.224.121,15	2.893.751,58	141444	322804	641759	804857	831470	992074	1161218	1290805	1404021	1507944	1619068	1972669
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	7 a 12x	TPV	50.800,52	225.459,81	219.207,35	377.519,72	364.292,69	548.867,79	794.499,34	935.041,13	684.514,10	937.392,35	840.534,40	756.883,11	69946	177690	283295	487600	503723	601021	703492	781998	850587	913546	980867	1195087
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	6.499,50	59.787,02	117.451,43	121.939,44	86.798,59	91.417,29	0	0	56750	111990	115693	138040	161575	179606	195360	209820	225282	274483
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	2 a 6x	TPV	1.743.094,49	6.219.329,10	10.530.179,09	16.091.706,73	25.068.194,20	31.744.703,90	40.700.122,89	47.574.472,80	51.276.659,26	59.922.337,63	62.237.939,45	83.518.757,61	2227688	7553090	15832433	14069891	14535131	17342692	20299538	22564872	24544027	26360735	28303320	34484709
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	7 a 12x	TPV	829.172,07	3.197.517,75	5.109.364,19	7.340.340,77	10.621.399,05	11.854.308,97	19.004.508,20	20.985.490,19	22.025.393,27	26.203.580,45	27.243.363,49	31.104.179,59	1802133	4033017	8107854	7647111	7899973	9425907	11032979	12264208	13339896	14327294	15383106	18742746
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	42.486,53	31.265,00	238.244,57	633.950,82	1.125.118,65	1.220.959,73	1.606.208,27	1.340.054,61	186241	345382	1072850	1057602	1092573	1303611	1525871	1696151	1844919	1981477	2127497	2592138
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	32	37	41	45	48	52	63
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	732	873	1022	1136	1236	1328	1425	1737
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	356	424	497	552	601	645	692	844
POINT	SMB	-	AQUISICAO	-	FDV-T	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61270	77457	90916	107765	120728	138796	155751	173366	210022
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	debit_card	-	-	TPV	5.700.320,51	12.421.983,25	19.963.384,49	26.523.781,75	35.524.190,84	43.285.568,70	50.249.969,55	56.404.138,91	58.942.690,83	65.495.359,63	70.796.544,17	85.263.640,26	4247956	9700319	14124490	18409134	23272539	27316556	32378927	36273658	41702465	46796769	52089313	63102972
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	1x	1x	TPV	4.270.355,62	8.657.126,16	13.188.948,28	17.146.021,85	22.491.439,60	26.056.824,49	31.724.202,27	34.809.642,01	37.046.222,46	41.324.127,16	43.271.778,59	44.726.002,52	2382265	5615650	8145530	13122218	16588902	19471519	23080028	25856232	29725941	33357212	37129791	44980439
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	2 a 6x	TPV	1.778.200,71	2.726.897,31	3.703.259,19	4.342.629,15	4.024.038,77	5.707.770,54	6.801.326,24	7.517.930,50	7.958.310,84	8.720.782,69	8.667.318,76	9.158.898,82	601123	1074710	1743461	2535616	3205485	3762496	4459770	4996218	5743965	6445638	7174616	8691603
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	7 a 12x	TPV	997.361,85	1.642.822,91	1.846.587,30	2.176.284,06	1.960.703,46	2.500.543,00	3.188.408,56	3.290.959,79	3.456.574,50	3.786.758,06	3.397.581,59	3.558.205,69	338837	470990	812943	1246765	1576141	1850023	2192874	2456646	2824314	3169327	3527767	4273670
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	218.846,31	373.938,85	434.762,93	292.097,40	278.692,37	20018	54554	62782	150064	189709	222674	263940	295689	339942	381469	424612	514390
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	2 a 6x	TPV	1.908.355,84	3.723.231,84	5.089.665,73	7.360.067,28	10.849.523,16	11.364.931,02	13.866.225,33	14.995.107,05	16.019.398,38	17.500.731,60	17.503.348,82	18.489.537,99	1001173	2053301	3500414	9809216	12400657	14555491	17252950	19328238	22220951	24935425	27755532	33624105
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	7 a 12x	TPV	1.062.666,81	1.982.548,31	2.401.772,83	3.248.168,25	5.198.147,68	4.924.886,23	6.134.169,61	5.821.483,16	6.035.900,61	6.914.931,41	6.929.029,22	6.431.584,90	430457	1024694	1323822	3993894	5049019	5926375	7024666	7869635	9047424	10152642	11300869	13690302
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	950	8.000,00	294.378,89	407.342,43	501.970,90	461.576,68	415.640,36	25523	68842	60157	397818	502915	590305	699702	783866	901182	1011269	1125640	1363642
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	4	5	6	7	8	9	10	12
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	1.336,00	0	0	0	0	1	1	2	2	2	2	3	3	4
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	3	3	4	4	5
POINT	LONGTAIL	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84990	107442	126112	149484	167465	192528	216047	240481	291328
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86814	109749	128820	152693	171060	196662	220685	245644	297583
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	debit_card	-	-	TPV	2.793.903,08	8.490.409,99	19.868.748,73	24.501.074,33	34.947.192,42	44.013.828,15	55.669.613,80	66.972.444,39	69.477.400,16	78.596.750,68	94.577.396,06	124.993.958,80	4031060	12688697	23578626	23994552	30333537	35604527	42202845	47279256	54355189	60995127	67893455	82248710
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	1x	1x	TPV	2.211.452,36	5.957.014,17	11.058.341,70	13.676.502,57	20.254.323,51	24.987.156,47	32.730.488,72	39.674.088,32	42.773.377,07	48.950.839,63	54.893.153,67	62.533.032,33	2836726	8267722	14148974	11918310	15066941	17685089	20962533	23484032	26998711	30296829	33723290	40853674
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	2 a 6x	TPV	201.364,46	357.087,55	605.399,55	762.308,33	829.898,43	1.330.666,53	1.560.802,36	1.789.564,35	1.984.274,78	2.427.035,15	2.509.824,51	2.780.197,96	125419	412371	787255	665362	841141	987304	1170273	1311041	1507254	1691378	1882667	2280734
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	7 a 12x	TPV	316.580,40	316.619,86	271.656,53	450.752,94	396.697,53	565.869,75	796.776,14	745.273,12	726.430,26	999.373,81	871.613,19	1.092.349,90	45245	209332	442173	403091	509582	598131	708977	794258	913128	1024674	1140561	1381719
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	1.975,53	1.660,96	109.976,93	102.452,64	92.951,07	107.941,91	136.428,78	44442	71466	47078	92580	117039	137376	162835	182422	209724	235343	261960	317348
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	2 a 6x	TPV	761.843,36	1.937.114,58	3.583.084,81	4.198.592,57	8.186.959,17	9.356.921,32	11.726.111,40	13.102.263,69	13.815.399,16	16.664.143,42	18.443.747,19	21.395.642,43	1025386	2683839	5030283	11631359	14704182	17259295	20457829	22918620	26348678	29567388	32911353	39870062
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	7 a 12x	TPV	661.688,13	1.116.094,45	1.862.210,37	2.549.247,49	3.759.761,21	4.404.236,07	5.884.274,45	6.184.958,82	5.779.790,05	7.934.304,16	7.952.941,18	8.651.858,75	795561	2253769	3964160	6321747	7991854	9380580	11119012	12456473	14320741	16070138	17887613	21669733
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	23.345,00	256.365,85	495.287,47	877.247,03	648.699,64	829.647,36	15732	188396	397566	874303	1105280	1297342	1537769	1722741	1980571	2222514	2473872	2996943
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	27	32	38	42	48	54	60	73
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	741	869	1030	1154	1327	1489	1658	2008
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	360	422	501	561	645	723	805	975
POINT	SMB	-	AQUISICAO	-	RESELLERS	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	debit_card	-	-	TPV	1.784.997,14	4.361.139,38	7.230.972,92	9.621.739,49	12.767.255,80	15.115.870,20	16.884.008,69	19.620.647,63	19.822.167,38	21.983.183,70	23.411.202,81	27.962.643,32	972373	2303276	3430364	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	1x	1x	TPV	1.511.103,49	3.833.437,69	6.086.636,42	8.246.443,11	11.328.224,93	12.056.615,80	14.319.234,67	16.786.358,33	17.779.324,34	19.035.031,00	19.715.761,24	20.129.597,22	807635	1855274	2776241	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PCJ	2 a 6x	TPV	377.282,07	922.301,95	1.268.661,19	1.746.436,71	1.547.593,80	2.151.038,51	2.388.429,93	2.621.437,22	3.058.516,25	3.162.314,46	3.280.882,07	3.490.039,81	191129	334861	567182	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PCJ	7 a 12x	TPV	248.981,81	348.109,66	737.965,92	841.427,47	617.140,33	992.989,96	1.171.601,44	1.235.376,03	1.552.239,81	1.473.957,40	1.438.734,78	1.572.572,70	90992	158164	272516	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	70.890,28	181.126,00	175.888,12	194.871,68	223.185,88	12999	1300	31032	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PSJ	2 a 6x	TPV	762.672,84	1.970.367,97	3.159.402,88	4.672.428,85	6.134.073,83	6.775.586,49	8.402.368,78	8.966.389,88	9.993.464,39	10.893.062,03	10.762.598,80	11.816.917,30	411824	975081	1678365	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PSJ	7 a 12x	TPV	502.002,91	1.130.653,58	1.737.073,20	2.674.844,24	3.165.721,71	3.359.378,87	3.660.350,90	4.052.183,01	3.929.105,03	4.649.969,77	5.041.267,04	4.923.436,12	286377	519091	812835	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	4.595,00	276.368,92	379.046,25	397.850,06	540.938,07	529.969,38	70230	24363	159075	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	TELESALES	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	account_money	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	bank_transfer	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	ticket	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	others	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TELESALES	POINT	debit_card	-	-	TPV	1.047.049,81	4.136.189,16	8.745.915,98	10.909.315,89	15.362.541,90	17.879.430,17	21.900.601,07	24.939.938,78	26.400.862,93	28.845.907,19	32.911.472,33	40.861.873,12	810964	2637056	5314932	0	0	0	0	0	0	0	0	0
