SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	credit_card	7 a 12x	FORECAST 4+8															152.724.152	135.828.282	150.030.244	131.632.047								
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	debit_card	-	ACTUAL			102.386	116.703	116.006	98.846	127.324	159.158	144.686	218.509	154.470	12.790	8.784	12.575	22.390	19.062	19.047	26.900	831							
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	debit_card	-	FORECAST 3+9															22.390	19.062	19.047									
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	debit_card	-	FORECAST 4+8															22.390	19.062	19.047	26.900								
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	digital_currency	-	ACTUAL			16.678.688	14.776.427	16.708.410	15.563.927	14.951.816	10.675.475	8.434.847	6.072.551	5.109.292	4.703.473	3.695.935	3.135.537	4.712.948	3.540.197	4.026.001	3.518.222	219.836							
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	digital_currency	-	FORECAST 3+9															4.712.948	3.540.197	4.026.001									
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	digital_currency	-	FORECAST 4+8															4.712.948	3.540.197	4.026.001	3.518.222								
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	prepaid_card	-	ACTUAL																		655.980	131.273							
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	prepaid_card	-	FORECAST 4+8																		655.980								
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	ticket	-	ACTUAL			4.139.316	3.946.096	3.643.483	2.807.131	2.636.696	2.355.184	2.036.046	1.928.427	1.653.294	1.547.730	1.092.007	1.214.185	1.933.209	1.636.184	2.142.196	1.596.648	14.980							
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	ticket	-	FORECAST 3+9															1.933.209	1.636.184	2.142.196									
ONLINE PAYMENTS	LONGTAIL	LINK		LEGADO	ticket	-	FORECAST 4+8															1.933.209	1.636.184	2.142.196	1.596.648								
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	account_money	-	FORECAST 3+9		-																529.880	696.759	731.906	843.495	911.541	882.693	978.719	1.059.712	1.566.519
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	account_money	-	FORECAST 4+8		-																	853.523	940.034	1.028.941	1.113.721	1.142.713	1.216.726	1.303.489	1.327.797
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	account_money	-	PLANO V5		-													369.964	476.397	587.260	687.009	791.701	836.939	958.178	1.041.217	1.111.544	1.233.542	1.278.247	1.283.366
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	bank_transfer	-	FORECAST 3+9		-																2.337.716	3.202.131	3.367.281	3.891.388	4.203.915	4.020.740	4.461.498	4.856.248	7.339.470
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	bank_transfer	-	FORECAST 4+8		-																	3.622.238	3.989.378	4.366.687	4.726.482	4.849.519	5.163.623	5.531.834	5.634.992
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	bank_transfer	-	PLANO V5		-													1.394.115	1.742.263	2.159.565	2.541.995	2.911.731	3.084.137	3.533.445	3.835.263	4.096.467	4.546.231	4.710.043	4.729.490
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	consumer_credits	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	consumer_credits	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	1x	FORECAST 3+9		-																82.498.232	106.488.721	111.569.705	128.377.982	138.746.480	135.699.608	150.596.863	162.410.287	236.583.684
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	1x	FORECAST 4+8		-																	79.261.154	87.294.842	95.551.049	103.424.015	106.116.298	112.989.463	121.046.597	123.303.881
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	1x	PLANO V5		-													33.378.900	41.003.630	51.927.379	62.472.539	72.176.716	77.789.806	90.556.122	99.670.843	108.151.474	121.867.049	128.162.780	130.679.594
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	2 a 6x	FORECAST 3+9		-																84.089.229	108.542.380	113.721.352	130.853.780	141.422.237	138.316.605	153.501.157	165.542.406	241.146.253
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	2 a 6x	FORECAST 4+8		-																	141.194.045	155.505.078	170.212.501	184.237.226	189.033.198	201.276.899	215.629.697	219.650.772
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	2 a 6x	PLANO V5		-													55.119.103	67.759.722	86.194.948	103.990.547	120.598.981	130.122.071	151.781.445	167.382.116	182.506.646	205.992.276	217.231.459	221.669.707
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	7 a 12x	FORECAST 3+9		-																43.600.571	56.279.619	58.964.934	67.848.161	73.327.944	71.717.663	79.590.908	85.834.340	125.035.210
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	7 a 12x	FORECAST 4+8		-																	78.516.809	86.475.053	94.653.726	102.452.757	105.119.757	111.928.375	119.909.845	122.145.930
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	7 a 12x	PLANO V5		-													25.756.701	31.610.687	39.692.383	47.544.961	54.538.694	58.712.486	68.137.246	74.765.906	80.348.661	90.313.976	94.500.779	96.304.379
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	Maior que 12x	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	Maior que 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	credit_card	Maior que 12x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	debit_card	-	FORECAST 3+9		-																7.899	10.428	10.993	12.703	13.728	13.253	14.632	15.813	23.371
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	debit_card	-	FORECAST 4+8		-																	33.877	37.310	40.839	44.204	45.355	48.292	51.736	52.701
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	debit_card	-	PLANO V5		-													25.328	40.195	34.331	49.981	58.737	58.990	71.605	78.502	84.238	95.756	100.490	102.309
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	digital_currency	-	FORECAST 3+9		-																2.627.753	3.361.348	3.537.224	4.072.801	4.402.853	4.294.893	4.749.924	5.117.659	7.432.700
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	digital_currency	-	FORECAST 4+8		-																	3.798.918	4.183.965	4.579.678	4.957.023	5.086.061	5.415.486	5.801.657	5.909.847
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	digital_currency	-	PLANO V5		-													3.394.094	4.154.003	5.238.190	6.327.789	7.301.217	7.865.118	9.162.889	10.081.688	10.939.225	12.328.141	12.963.992	13.218.693
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	others	-	FORECAST 4+8		-																	59.323	65.336	71.516	77.408	79.423	84.567	90.598	92.287
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	ticket	-	FORECAST 3+9		-																705.261	980.542	1.033.576	1.196.306	1.292.261	1.226.968	1.359.683	1.483.607	2.264.521
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	ticket	-	FORECAST 4+8		-																	1.167.381	1.285.703	1.407.303	1.523.258	1.562.911	1.664.141	1.782.809	1.816.055
ONLINE PAYMENTS	LONGTAIL	LINK	-	AQUISICAO	ticket	-	PLANO V5		-													764.890	967.914	1.204.356	1.422.698	1.640.342	1.745.582	2.009.768	2.193.186	2.354.273	2.626.108	2.734.785	2.760.063
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	FORECAST 3+9		-																1.591.666	1.679.161	1.539.670	1.536.341	1.461.536	1.395.258	1.413.180	1.345.122	1.226.389
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	FORECAST 4+8		-																	1.840.494	1.796.971	1.845.210	1.736.889	1.648.519	1.679.422	1.607.999	1.359.096
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	PLANO V5		-													1.596.422	1.455.122	1.610.054	1.704.981	1.656.589	1.312.186	1.396.570	1.316.357	1.204.436	1.246.292	1.191.019	1.075.847
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	FORECAST 3+9		-																6.850.390	7.226.959	6.626.604	6.612.277	6.290.322	6.005.066	6.082.201	5.789.286	5.278.272
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	FORECAST 4+8		-																	7.810.812	7.626.103	7.830.826	7.371.123	6.996.092	7.127.242	6.824.132	5.767.822
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	PLANO V5		-													7.524.689	6.983.433	8.019.879	6.850.994	7.064.588	6.203.950	5.888.629	5.606.100	5.132.003	5.130.497	4.864.858	4.333.447
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	FORECAST 3+9		-																180.248.759	190.157.112	174.360.446	173.983.482	165.512.143	158.006.415	160.036.007	152.328.786	138.882.894
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	FORECAST 4+8		-																	190.235.951	185.737.284	190.723.411	179.527.135	170.393.089	173.587.297	166.204.905	140.477.993
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	PLANO V5		-													193.527.287	187.563.769	207.478.438	195.880.740	194.261.386	182.046.302	183.636.127	170.976.442	162.118.457	166.128.534	159.486.809	145.547.351
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	FORECAST 3+9		-																285.839.012	301.551.708	276.501.307	275.903.517	262.469.643	250.567.037	253.785.569	241.563.436	220.240.902
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	FORECAST 4+8		-																	312.147.243	304.765.638	312.947.090	294.575.762	279.588.230	284.829.423	272.716.079	230.502.269
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	PLANO V5		-													326.631.207	312.910.115	341.580.626	323.859.518	314.417.746	293.391.812	290.829.783	275.694.034	259.700.175	265.825.264	256.060.158	233.903.757
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	FORECAST 3+9		-																126.548.402	133.504.824	122.414.356	122.149.699	116.202.172	110.932.577	112.357.505	106.946.447	97.506.404
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	FORECAST 4+8		-																	142.305.001	138.939.798	142.669.644	134.294.328	127.461.653	129.851.064	124.328.704	105.083.823
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	PLANO V5		-													152.554.648	143.141.774	148.961.753	140.900.623	139.960.102	128.735.093	131.062.417	121.106.792	115.557.499	118.345.499	113.555.079	103.243.839
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	FORECAST 3+9		-																16.944	17.875	16.390	16.355	15.558	14.853	15.044	14.319	13.055
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	FORECAST 4+8		-																	73.050	71.323	73.237	68.938	65.430	66.657	63.822	53.943
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	PLANO V5		-													189.556	200.793	223.784	180.282	239.210	320.752	274.229	255.870	256.731	253.253	244.796	225.255
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	FORECAST 3+9		-																4.226.999	4.459.359	4.088.913	4.080.073	3.881.412	3.705.396	3.752.991	3.572.250	3.256.931
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	FORECAST 4+8		-																	8.191.795	7.998.077	8.212.786	7.730.660	7.337.337	7.474.884	7.156.989	6.049.156
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	PLANO V5		-													15.018.050	12.743.199	16.244.383	14.570.452	14.230.868	10.579.360	8.418.247	10.082.446	8.799.407	8.805.664	8.837.515	7.893.155
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	others	-	FORECAST 4+8		-																	127.922	124.897	128.250	120.721	114.579	116.727	111.763	94.463
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	FORECAST 3+9		-																1.688.149	1.780.947	1.633.001	1.629.470	1.550.130	1.479.834	1.498.843	1.426.660	1.300.730
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	FORECAST 4+8		-																	2.517.281	2.457.753	2.523.732	2.375.578	2.254.712	2.296.980	2.199.293	1.858.863
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	PLANO V5		-													3.437.374	3.058.825	3.117.078	2.429.339	2.251.559	2.070.852	1.803.804	1.680.820	1.508.830	1.571.672	1.489.879	1.336.474
ONLINE PAYMENTS	LONGTAIL	LINK	BS Farming	AQUISICAO	credit_card	1x	ACTUAL												160														
ONLINE PAYMENTS	LONGTAIL	LINK	BS Farming	AQUISICAO	credit_card	2 a 6x	ACTUAL												97														
ONLINE PAYMENTS	LONGTAIL	LINK	BS Farming	AQUISICAO	credit_card	7 a 12x	ACTUAL												352														
ONLINE PAYMENTS	LONGTAIL	LINK	BS Farming	LEGADO	credit_card	2 a 6x	ACTUAL					1.215																					
ONLINE PAYMENTS	LONGTAIL	LINK	BS Hunting	AQUISICAO	bank_transfer	-	ACTUAL											52	100														
ONLINE PAYMENTS	LONGTAIL	LINK	BS Hunting	AQUISICAO	credit_card	1x	ACTUAL											1.664															
ONLINE PAYMENTS	LONGTAIL	LINK	BS Hunting	AQUISICAO	credit_card	2 a 6x	ACTUAL						10					1.716															
ONLINE PAYMENTS	LONGTAIL	LINK	BS Hunting	LEGADO	credit_card	1x	ACTUAL											2.281															
ONLINE PAYMENTS	LONGTAIL	LINK	BS Hunting	LEGADO	credit_card	2 a 6x	ACTUAL											2.455															
ONLINE PAYMENTS	LONGTAIL	OTHERS			account_money	-	ACTUAL			7.018.087	6.762.103	7.231.487	125.442	126.018	124.430	137.777	148.325	117.273	114.952	101.830	103.284	111.789	101.243	135.640	121.833	5.953							
ONLINE PAYMENTS	LONGTAIL	OTHERS			account_money	-	FORECAST 3+9															111.789	101.243	135.640									
ONLINE PAYMENTS	LONGTAIL	OTHERS			account_money	-	FORECAST 4+8															111.789	101.243	135.640	121.833								
ONLINE PAYMENTS	LONGTAIL	OTHERS			bank_transfer	-	ACTUAL			289.684	338.204	422.608	463.095	765.224	947.856	836.741	1.063.935	1.225.328	1.089.132	1.110.240													
ONLINE PAYMENTS	LONGTAIL	OTHERS			credit_card	1x	ACTUAL			772.356	755.080	878.288	901.209	995.677	970.374	1.010.218	1.123.149	1.130.058	1.138.254	1.055.333	824.963	993.754	912.860	1.267.179	1.077.960	42.835							
ONLINE PAYMENTS	LONGTAIL	OTHERS			credit_card	1x	FORECAST 3+9															993.754	912.860	1.267.179									
ONLINE PAYMENTS	LONGTAIL	OTHERS			credit_card	1x	FORECAST 4+8															993.754	912.860	1.267.179	1.077.960								
ONLINE PAYMENTS	LONGTAIL	OTHERS			credit_card	7 a 12x	ACTUAL												881														
ONLINE PAYMENTS	LONGTAIL	OTHERS			debit_card	-	ACTUAL			53.527	42.957	44.459	55.661	26.182	2.244																		
ONLINE PAYMENTS	LONGTAIL	OTHERS			prepaid_card	-	ACTUAL																		2.328	480							
ONLINE PAYMENTS	LONGTAIL	OTHERS			prepaid_card	-	FORECAST 4+8																		2.328								
ONLINE PAYMENTS	LONGTAIL	OTHERS			ticket	-	ACTUAL			2.612.279	2.572.176	2.778.046	3.419.481	3.578.465	3.471.262	4.443.497	10.273.497	12.405.222	18.160.479	19.716.685													
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	account_money	-	ACTUAL			0	68		25		290	120	60	848	213	500	20		14										
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	account_money	-	FORECAST 3+9																14										
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	account_money	-	FORECAST 4+8																14										
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	bank_transfer	-	ACTUAL																		1.000								
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	bank_transfer	-	FORECAST 4+8																		1.000								
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	credit_card	1x	ACTUAL			51.945	18.954	12.197	45.891	21.947	26.002	21.291	20.547	12.394	9.918	77	1.034			34									
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	credit_card	1x	FORECAST 3+9																	34									
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	credit_card	1x	FORECAST 4+8																	34									
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	credit_card	2 a 6x	ACTUAL												125														
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	debit_card	-	ACTUAL			85.742	30.720	5.494	3.481	2.380	996	696	3.100	165	209														
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	ticket	-	ACTUAL			6	367	11.901	79	6.658	2.337	8.965	1.861	3.951	1.533	6.900	15.708	9	1.510	953	1.849								
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	ticket	-	FORECAST 3+9															9	1.510	953									
ONLINE PAYMENTS	LONGTAIL	OTHERS		AQUISICAO	ticket	-	FORECAST 4+8															9	1.510	953	1.849								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	account_money	-	ACTUAL			472	50	295	270	90	285	261	315		106		992	1.246	359	1.424	655								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	account_money	-	FORECAST 3+9															1.246	359	1.424									
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	account_money	-	FORECAST 4+8															1.246	359	1.424	655								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	bank_transfer	-	ACTUAL														1.437.592	1.028.412	731.064	878.368	1.589.181	156.393							
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	bank_transfer	-	FORECAST 3+9															1.028.412	731.064	878.368									
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	bank_transfer	-	FORECAST 4+8															1.028.412	731.064	878.368	1.589.181								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	credit_card	1x	ACTUAL			31.910	23.806	13.354	9.990	13.028	6.479	10.553	8.375	6.730	2.427		3.138	4.711	3.326	5.704	3.136								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	credit_card	1x	FORECAST 3+9															4.711	3.326	5.704									
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	credit_card	1x	FORECAST 4+8															4.711	3.326	5.704	3.136								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	debit_card	-	ACTUAL			20.463	1.540	528	938	344	122	157	80	2					2.162	1.711	715								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	debit_card	-	FORECAST 3+9																2.162	1.711									
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	debit_card	-	FORECAST 4+8																2.162	1.711	715								
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	ticket	-	ACTUAL			14	2.266	2.776	1.986	10.494	15.333	18.784	9.294	2.600	1.677	2.033	25.809.291	23.878.083	24.670.389	29.626.759	30.577.147	302.894							
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	ticket	-	FORECAST 3+9															23.878.083	24.670.389	29.626.759									
ONLINE PAYMENTS	LONGTAIL	OTHERS		LEGADO	ticket	-	FORECAST 4+8															23.878.083	24.670.389	29.626.759	30.577.147								
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	account_money	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	account_money	-	FORECAST 4+8		-																	465	620	826	966	1.157	1.336	1.542	1.947
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	bank_transfer	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	bank_transfer	-	FORECAST 4+8		-																	1.006	1.341	1.788	2.091	2.505	2.892	3.339	4.215
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	consumer_credits	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	1x	FORECAST 3+9		-																0	19.431.620	18.727.647	22.513.198	38.486.506	43.405.822	56.321.815	60.964.660	76.104.010
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	1x	FORECAST 4+8		-																	1.032	1.376	1.835	2.145	2.571	2.967	3.426	4.323
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	2 a 6x	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	2 a 6x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	7 a 12x	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	7 a 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	Maior que 12x	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	credit_card	Maior que 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	debit_card	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	debit_card	-	FORECAST 4+8		-																	7	10	13	15	18	21	24	31
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	digital_currency	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	digital_currency	-	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	others	-	FORECAST 4+8		-																	0	0	1	1	1	1	1	1
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	ticket	-	FORECAST 3+9		-																0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	-	ticket	-	FORECAST 4+8		-																	19.093	25.457	33.943	39.688	47.555	54.892	63.378	79.996
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	FORECAST 4+8		-																	-11	-14	-19	-21	-25	-29	-33	-40
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	FORECAST 4+8		-																	0	0	0	0	0	0	0	0
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	PLANO V5		-													0	0	0	0	0	0	0	0	0	0	0	0
