TIM_MONTH	PRODUTO	CARTEIRA	CANAL_AJUSTADO	SUB_CANAL_AJUSTADO	CUST_SEGMENT_CROSS	METODO_PAGAMENTO	SUM de TPV
202601	OP - CHECKOUT					BANK_TRANSFER	12152,65
202601	OP - CHECKOUT					CREDIT_CARD	19815,71
202601	OP - CHECKOUT					TICKET	2924,25
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	ACCOUNT_MONEY	234943,41
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	BANK_TRANSFER	3172611,2
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	CREDIT_CARD	1016044,4
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	DEBIT_CARD	148,77
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	DIGITAL_CURRENCY	7432,8
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	TICKET	31313,8
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	ACCOUNT_MONEY	45283,01
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	BANK_TRANSFER	3845924
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	CREDIT_CARD	645046,76
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	DEBIT_CARD	10
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	DIGITAL_CURRENCY	4875,81
202601	OP - CHECKOUT	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	TICKET	5053,74
202601	OP - CHECKOUT	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	BANK_TRANSFER	18,9
202601	OP - CHECKOUT	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	CREDIT_CARD	14,9
202601	OP - CHECKOUT	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	SMB	CREDIT_CARD	266,46
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	ACCOUNT_MONEY	99
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	BANK_TRANSFER	7470,27
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	CREDIT_CARD	4918,56
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	ACCOUNT_MONEY	137,56
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	BANK_TRANSFER	2018,28
202601	OP - CHECKOUT	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	CREDIT_CARD	26600,21
202601	OP - CHECKOUT	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	BANK_TRANSFER	28804,47
202601	OP - CHECKOUT	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	CREDIT_CARD	4718
202601	OP - CHECKOUT	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	BANK_TRANSFER	1809,8
202601	OP - CHECKOUT	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	CREDIT_CARD	5592,7
202601	OP - CHECKOUT	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	ACCOUNT_MONEY	6034,33
202601	OP - CHECKOUT	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	BANK_TRANSFER	10655311,2
202601	OP - CHECKOUT	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	CREDIT_CARD	18816628,51
202601	OP - CHECKOUT	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	DIGITAL_CURRENCY	1446,96
202601	OP - CHECKOUT	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	TICKET	221124,84
202601	OP - CHECKOUT	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	ACCOUNT_MONEY	76681,45
202601	OP - CHECKOUT	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	BANK_TRANSFER	1298
202601	OP - CHECKOUT	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	CREDIT_CARD	228788,5
202601	OP - CHECKOUT	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	DIGITAL_CURRENCY	6503,8
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	LONGTAIL	ACCOUNT_MONEY	1750,79
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	LONGTAIL	BANK_TRANSFER	111579,19
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	LONGTAIL	CREDIT_CARD	69918,74
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	LONGTAIL	DIGITAL_CURRENCY	35
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	LONGTAIL	TICKET	469
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	SMB	BANK_TRANSFER	14319,66
202601	OP - CHECKOUT	ACQUISITION	MGM	MGM	SMB	CREDIT_CARD	14943,39
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	LONGTAIL	BANK_TRANSFER	60306,22
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	LONGTAIL	CREDIT_CARD	19411,29
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	LONGTAIL	TICKET	1139,8
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	SMB	BANK_TRANSFER	91867,4
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	SMB	CREDIT_CARD	16738,07
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	AGENCIA	SMB	TICKET	80
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	LONGTAIL	ACCOUNT_MONEY	15
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	LONGTAIL	BANK_TRANSFER	64933,49
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	LONGTAIL	CREDIT_CARD	14127,88
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	LONGTAIL	DIGITAL_CURRENCY	70,5
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	SMB	ACCOUNT_MONEY	357
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	SMB	BANK_TRANSFER	88115,25
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	SMB	CREDIT_CARD	3649,46
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	DEVELOPERS	SMB	DIGITAL_CURRENCY	15,75
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	LONGTAIL	ACCOUNT_MONEY	22922,51
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	LONGTAIL	BANK_TRANSFER	1288496,19
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	LONGTAIL	CREDIT_CARD	1225103,25
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	LONGTAIL	DIGITAL_CURRENCY	47830,76
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	LONGTAIL	TICKET	107230,74
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	SMB	ACCOUNT_MONEY	28139,08
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	SMB	BANK_TRANSFER	2759060,19
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	SMB	CREDIT_CARD	2628720,2
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	SMB	DIGITAL_CURRENCY	6642,8
202601	OP - CHECKOUT	ACQUISITION	PARTNERS ONLINE	PLATAFORMAS	SMB	TICKET	224664,2
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	ACCOUNT_MONEY	32410,11
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	BANK_TRANSFER	163659,42
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	CREDIT_CARD	50502,37
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	DIGITAL_CURRENCY	20
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	TICKET	89,48
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	SMB	ACCOUNT_MONEY	807,47
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	SMB	BANK_TRANSFER	89408,06
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	SMB	CREDIT_CARD	22772,49
202601	OP - CHECKOUT	ACQUISITION	RESELLERS	RESELLERS	SMB	DIGITAL_CURRENCY	89,73
202601	OP - CHECKOUT	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	LONGTAIL	BANK_TRANSFER	3,1
202601	OP - CHECKOUT	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	LONGTAIL	CREDIT_CARD	96,6
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	ACCOUNT_MONEY	25
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	BANK_TRANSFER	4902,33
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	CREDIT_CARD	5178,62
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	TICKET	794,35
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	BANK_TRANSFER	19790,07
202601	OP - CHECKOUT	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	CREDIT_CARD	6827,47
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	ACCOUNT_MONEY	1079855,47
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	BANK_TRANSFER	61612746,39
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	CREDIT_CARD	47454798,83
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	DEBIT_CARD	1989,54
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	DIGITAL_CURRENCY	316555,52
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	TICKET	2235746,15
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	ACCOUNT_MONEY	2703595,28
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	BANK_TRANSFER	208325965,4
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	CREDIT_CARD	186561654,4
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	DEBIT_CARD	2148,66
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	DIGITAL_CURRENCY	620074,48
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	TICKET	9765713,75
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	ACCOUNT_MONEY	98373211,89
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	BANK_TRANSFER	1312723246
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	CREDIT_CARD	1822756752
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	DEBIT_CARD	5697,53
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	DIGITAL_CURRENCY	1147841,17
202601	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	TICKET	56840565,06
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	BIG SELLERS	BANK_TRANSFER	150
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	BIG SELLERS	CREDIT_CARD	8757,96
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	ACCOUNT_MONEY	290196,94
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	BANK_TRANSFER	1264997,57
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	CREDIT_CARD	94618528,13
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	DEBIT_CARD	2760,53
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	DIGITAL_CURRENCY	1384676,32
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	LONGTAIL	TICKET	378114,02
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	ACCOUNT_MONEY	77458,53
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	BANK_TRANSFER	377231,3
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	CREDIT_CARD	38705208,76
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	DEBIT_CARD	248,31
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	DIGITAL_CURRENCY	71998,05
202601	OP - LINK	ACQUISITION	CANAIS DIGITAIS	CANAIS DIGITAIS	SMB	TICKET	634370,55
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	ACCOUNT_MONEY	555,69
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	BANK_TRANSFER	311,8
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	CREDIT_CARD	91502,75
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	LONGTAIL	DIGITAL_CURRENCY	1343
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	SMB	ACCOUNT_MONEY	129
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	SMB	BANK_TRANSFER	242
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	SMB	CREDIT_CARD	99835,41
202601	OP - LINK	ACQUISITION	CONSULTOR CERTIFICADO	CONSULTOR CERTIFICADO	SMB	DIGITAL_CURRENCY	614,9
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	BIG SELLERS	CREDIT_CARD	36779
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	ACCOUNT_MONEY	9769,93
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	BANK_TRANSFER	26201,46
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	CREDIT_CARD	3885841,65
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	DIGITAL_CURRENCY	6856,17
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	LONGTAIL	TICKET	1557,49
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	ACCOUNT_MONEY	16649,15
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	BANK_TRANSFER	41413,38
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	CREDIT_CARD	6332756,72
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	DIGITAL_CURRENCY	4964,79
202601	OP - LINK	ACQUISITION	FDV PROPRIA	FDV PROPRIA	SMB	TICKET	4770
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	ACCOUNT_MONEY	16053,32
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	BANK_TRANSFER	17775,66
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	CREDIT_CARD	2015382,58
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	DEBIT_CARD	50
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	DIGITAL_CURRENCY	13151,13
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	LONGTAIL	TICKET	2650
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	ACCOUNT_MONEY	2426,65
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	BANK_TRANSFER	3032,69
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	CREDIT_CARD	1383321
202601	OP - LINK	ACQUISITION	FDV TERCEIRA	FDV TERCEIRA	SMB	DIGITAL_CURRENCY	5427,86
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	ACCOUNT_MONEY	14293,95
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	BANK_TRANSFER	122532,51
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	CREDIT_CARD	3859339,69
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	DIGITAL_CURRENCY	2712
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	TICKET	8336,93
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	LONGTAIL	ACCOUNT_MONEY	10
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	LONGTAIL	BANK_TRANSFER	500
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	LONGTAIL	CREDIT_CARD	6662,84
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	SMB	BANK_TRANSFER	281,01
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	SMB	CREDIT_CARD	69338,45
202601	OP - LINK	ACQUISITION	HUNTING	HUNTING	SMB	TICKET	120
202601	OP - LINK	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	ACCOUNT_MONEY	27014
202601	OP - LINK	ACQUISITION	HUNTING LC	HUNTING LC	BIG SELLERS	CREDIT_CARD	33190
202601	OP - LINK	ACQUISITION	MGM	MGM	LONGTAIL	ACCOUNT_MONEY	20752,68
202601	OP - LINK	ACQUISITION	MGM	MGM	LONGTAIL	BANK_TRANSFER	74523,87
202601	OP - LINK	ACQUISITION	MGM	MGM	LONGTAIL	CREDIT_CARD	8846957,36
202601	OP - LINK	ACQUISITION	MGM	MGM	LONGTAIL	DIGITAL_CURRENCY	101327,61
202601	OP - LINK	ACQUISITION	MGM	MGM	LONGTAIL	TICKET	4282,47
202601	OP - LINK	ACQUISITION	MGM	MGM	SMB	ACCOUNT_MONEY	5852
202601	OP - LINK	ACQUISITION	MGM	MGM	SMB	BANK_TRANSFER	36996,15
202601	OP - LINK	ACQUISITION	MGM	MGM	SMB	CREDIT_CARD	1787870,22
202601	OP - LINK	ACQUISITION	MGM	MGM	SMB	DIGITAL_CURRENCY	3809,55
202601	OP - LINK	ACQUISITION	MGM	MGM	SMB	TICKET	20000
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	ACCOUNT_MONEY	61684,51
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	BANK_TRANSFER	171565,06
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	CREDIT_CARD	21182902,12
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	DEBIT_CARD	194
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	DIGITAL_CURRENCY	337753,42
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	LONGTAIL	TICKET	87563,14
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	SMB	ACCOUNT_MONEY	12917,07
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	SMB	BANK_TRANSFER	24653,17
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	SMB	CREDIT_CARD	2985534,05
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	SMB	DIGITAL_CURRENCY	19459,77
202601	OP - LINK	ACQUISITION	RESELLERS	RESELLERS	SMB	TICKET	135
202601	OP - LINK	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	LONGTAIL	BANK_TRANSFER	25
202601	OP - LINK	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	LONGTAIL	CREDIT_CARD	120222,37
202601	OP - LINK	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	LONGTAIL	DIGITAL_CURRENCY	1330
202601	OP - LINK	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	SMB	BANK_TRANSFER	1000
202601	OP - LINK	ACQUISITION	TELESALES_FARMING	TELESALES_FARMING	SMB	CREDIT_CARD	20961,46
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	ACCOUNT_MONEY	4075,88
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	BANK_TRANSFER	5688,46
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	CREDIT_CARD	1027457,39
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	DIGITAL_CURRENCY	16667,23
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	LONGTAIL	TICKET	3347,08
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	ACCOUNT_MONEY	2688,1
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	BANK_TRANSFER	1987
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	CREDIT_CARD	389551,92
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	DIGITAL_CURRENCY	1640
202601	OP - LINK	ACQUISITION	TELEVENDAS	TELEVENDAS	SMB	TICKET	300
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	ACCOUNT_MONEY	1593104,99
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	BANK_TRANSFER	7872715,49
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	CREDIT_CARD	681340239,6
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	DEBIT_CARD	22390,43
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	DIGITAL_CURRENCY	4706055,76
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL	TICKET	1927459,72
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	ACCOUNT_MONEY	1463422,35
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	BANK_TRANSFER	8882611,4
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	CREDIT_CARD	649494314,2
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	DEBIT_CARD	3375
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	DIGITAL_CURRENCY	1591137,26
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB	TICKET	3115441,68
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	ACCOUNT_MONEY	1124234,38
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	BANK_TRANSFER	8394713,18
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	CREDIT_CARD	93435155,82
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	DEBIT_CARD	186,49
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	DIGITAL_CURRENCY	134860,12
202601	OP - LINK	ENGAGEMENT	ENGAGEMENT BIG SELLERS	ENGAGEMENT BIG SELLERS	BIG SELLERS	TICKET	819781,03
202601	OP - OTHERS				LONGTAIL	ACCOUNT_MONEY	989,49
202601	OP - OTHERS				LONGTAIL	BANK_TRANSFER	1474,16
202601	OP - OTHERS				LONGTAIL	CREDIT_CARD	1495,69
202601	OP - OTHERS				LONGTAIL	TICKET	25049,62
202601	OP - OTHERS				SMB	ACCOUNT_MONEY	90
202601	OP - OTHERS				SMB	CREDIT_CARD	137,35
202601	OP - OTHERS				SMB	TICKET	3623,69
202601	OP - OTHERS	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	CREDIT_CARD	132,89
202601	OP - OTHERS	ACQUISITION	HUNTING	HUNTING	BIG SELLERS	TICKET	1832,93
