MES	CARTEIRA	PRODUTO	CANAL	SUB_CANAL	MOP	SUM de TPV
202406	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	157417678,3
202406	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	7,75
202406	ENGAGEMENT	OP - CHECKOUT			PIX	197599039
202406	ENGAGEMENT	OP - CHECKOUT			TICKET	13758820
202406	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	3132702
202406	ENGAGEMENT	OP - LINK			CREDIT_CARD	734173674,1
202406	ENGAGEMENT	OP - LINK			DEBIT_CARD	122,69
202406	ENGAGEMENT	OP - LINK			PIX	12029386
202406	ENGAGEMENT	OP - LINK			TICKET	8669248
202406	ENGAGEMENT	POINT			ACCOUNT_MONEY	15647828,83
202406	ENGAGEMENT	POINT			CREDIT_CARD	4220872776
202406	ENGAGEMENT	POINT			DEBIT_CARD	2946087765
202406	ENGAGEMENT	QR			ACCOUNT_MONEY	89357124
202406	ENGAGEMENT	QR			CREDIT_CARD	18667801,64
202406	ENGAGEMENT	QR			DEBIT_CARD	9,28
202406	ENGAGEMENT	QR			PIX	1264724884
202406	ENGAGEMENT	TAP			ACCOUNT_MONEY	77985657,53
202406	ENGAGEMENT	TAP			CREDIT_CARD	134194893,5
202406	ENGAGEMENT	TAP			DEBIT_CARD	9699036
202407	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	41525648,57
202407	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	26755401,24
202407	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	521,18
202407	AQUISICAO	OP - CHECKOUT			PIX	120244668
202407	AQUISICAO	OP - CHECKOUT			TICKET	4167362
202407	AQUISICAO	OP - LINK			ACCOUNT_MONEY	90218111,24
202407	AQUISICAO	OP - LINK			CREDIT_CARD	194470910,8
202407	AQUISICAO	OP - LINK			DEBIT_CARD	955,95
202407	AQUISICAO	OP - LINK			PIX	6421125
202407	AQUISICAO	OP - LINK			TICKET	7216588
202407	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	7011621,36
202407	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	115785536,6
202407	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	65466835
202407	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	9614771,49
202407	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	39972046,48
202407	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	45222474
202407	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	8261057,68
202407	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	69682176,32
202407	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	47285688
202407	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	9421158,02
202407	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	140233805
202407	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	111318207
202407	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	10719042,23
202407	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	212782019,8
202407	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	114571174
202407	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	7267925,79
202407	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	102310677,2
202407	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	73073653
202407	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	7643399,95
202407	AQUISICAO	POINT	MgM		CREDIT_CARD	72126114,05
202407	AQUISICAO	POINT	MgM		DEBIT_CARD	62895185
202407	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	8615590,89
202407	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	90080883,13
202407	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	77125045
202407	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	7863199,04
202407	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	56543794,98
202407	AQUISICAO	POINT	TELEVENDAS		DEBIT_CARD	43218845
202407	AQUISICAO	QR			ACCOUNT_MONEY	73803086
202407	AQUISICAO	QR			CREDIT_CARD	3387599,79
202407	AQUISICAO	QR			DEBIT_CARD	12,5
202407	AQUISICAO	QR			PIX	495805771
202407	AQUISICAO	TAP			CREDIT_CARD	241499811,5
202407	AQUISICAO	TAP			DEBIT_CARD	16358032
202407	ENGAGEMENT	OP - CHECKOUT			ACCOUNT_MONEY	5675000,58
202407	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	159507160,6
202407	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	7,58
202407	ENGAGEMENT	OP - CHECKOUT			PIX	189930765
202407	ENGAGEMENT	OP - CHECKOUT			TICKET	14787980
202407	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	3564981
202407	ENGAGEMENT	OP - LINK			CREDIT_CARD	767459275,5
202407	ENGAGEMENT	OP - LINK			DEBIT_CARD	41,08
202407	ENGAGEMENT	OP - LINK			PIX	12590738
202407	ENGAGEMENT	OP - LINK			TICKET	8073042
202407	ENGAGEMENT	POINT			ACCOUNT_MONEY	16312639,35
202407	ENGAGEMENT	POINT			CREDIT_CARD	4248611264
202407	ENGAGEMENT	POINT			DEBIT_CARD	2840672013
202407	ENGAGEMENT	QR			ACCOUNT_MONEY	110443029
202407	ENGAGEMENT	QR			CREDIT_CARD	18851950,43
202407	ENGAGEMENT	QR			DEBIT_CARD	5,66
202407	ENGAGEMENT	QR			PIX	1282873525
202407	ENGAGEMENT	TAP			ACCOUNT_MONEY	97410495,56
202407	ENGAGEMENT	TAP			CREDIT_CARD	151226224,4
202407	ENGAGEMENT	TAP			DEBIT_CARD	11011628
202408	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	64305542,18
202408	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	46240253,53
202408	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	394,31
202408	AQUISICAO	OP - CHECKOUT			PIX	97127443
202408	AQUISICAO	OP - CHECKOUT			TICKET	9407796
202408	AQUISICAO	OP - LINK			ACCOUNT_MONEY	99547256,56
202408	AQUISICAO	OP - LINK			CREDIT_CARD	224736505,6
202408	AQUISICAO	OP - LINK			DEBIT_CARD	555,87
202408	AQUISICAO	OP - LINK			PIX	5636490
202408	AQUISICAO	OP - LINK			TICKET	7317523
202408	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	8174140,67
202408	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	134795177,3
202408	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	77384958
202408	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	10720394,78
202408	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	43647703,22
202408	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	50196070
202408	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	7727330,94
202408	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	80859191,08
202408	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	54087801
202408	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	7913977,08
202408	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	165258684,9
202408	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	127567886
202408	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	12625042,33
202408	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	251747384,7
202408	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	135902000
202408	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	8622945,42
202408	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	123349043,6
202408	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	88159104
202408	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	8956712,32
202408	AQUISICAO	POINT	MgM		CREDIT_CARD	82977828,67
202408	AQUISICAO	POINT	MgM		DEBIT_CARD	73420171
202408	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	8471536,04
202408	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	104602228
202408	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	88566145
202408	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	7082340,83
202408	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	68419286,19
202408	AQUISICAO	POINT	TELEVENDAS		DEBIT_CARD	49736491
202408	AQUISICAO	QR			ACCOUNT_MONEY	73390136
202408	AQUISICAO	QR			CREDIT_CARD	3472061,7
202408	AQUISICAO	QR			DEBIT_CARD	140,84
202408	AQUISICAO	QR			PIX	578659310
202408	AQUISICAO	TAP			CREDIT_CARD	288829976,2
202408	AQUISICAO	TAP			DEBIT_CARD	19801722
202408	ENGAGEMENT	OP - CHECKOUT			ACCOUNT_MONEY	6249129,9
202408	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	148366037,1
202408	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	753,22
202408	ENGAGEMENT	OP - CHECKOUT			PIX	172016850
202408	ENGAGEMENT	OP - CHECKOUT			TICKET	13567328
202408	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	3510377
202408	ENGAGEMENT	OP - LINK			CREDIT_CARD	755155773,2
202408	ENGAGEMENT	OP - LINK			DEBIT_CARD	42,38
202408	ENGAGEMENT	OP - LINK			PIX	12144345
202408	ENGAGEMENT	OP - LINK			TICKET	7442305
202408	ENGAGEMENT	POINT			ACCOUNT_MONEY	17249954,32
202408	ENGAGEMENT	POINT			CREDIT_CARD	4166813462
202408	ENGAGEMENT	POINT			DEBIT_CARD	2804243782
202408	ENGAGEMENT	QR			ACCOUNT_MONEY	134506650
202408	ENGAGEMENT	QR			CREDIT_CARD	16334271,96
202408	ENGAGEMENT	QR			DEBIT_CARD	861,05
202408	ENGAGEMENT	QR			PIX	1323332742
202408	ENGAGEMENT	TAP			ACCOUNT_MONEY	111693955,1
202408	ENGAGEMENT	TAP			CREDIT_CARD	156453936,9
202408	ENGAGEMENT	TAP			DEBIT_CARD	11887743
202409	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	64098574,82
202409	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	48802302,77
202409	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	485,4
202409	AQUISICAO	OP - CHECKOUT			PIX	85772665
202409	AQUISICAO	OP - CHECKOUT			TICKET	9274499
202409	AQUISICAO	OP - LINK			ACCOUNT_MONEY	104137577,5
202409	AQUISICAO	OP - LINK			CREDIT_CARD	255529316,6
202409	AQUISICAO	OP - LINK			DEBIT_CARD	30,95
202409	AQUISICAO	OP - LINK			PIX	6716405
202409	AQUISICAO	OP - LINK			TICKET	7130614
202409	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	8956183,73
202409	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	150841478,3
202409	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	86951390
202409	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	9459195,11
202409	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	49302609,91
202409	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	52335761
202409	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	8565922,09
202409	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	86151816,9
202409	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	58160989
202409	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	6992636,22
202409	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	180107741,8
202409	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	137772928
202409	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	14258039,69
202409	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	282670878,3
202409	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	146496341
202409	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	8447882,65
202409	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	139228598,3
202409	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	98934296
202409	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	7116236,64
202409	AQUISICAO	POINT	MgM		CREDIT_CARD	93494626,38
202409	AQUISICAO	POINT	MgM		DEBIT_CARD	79765057
202409	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	9298888,27
202409	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	112336303,7
202409	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	97405582
202409	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	7358099,59
202409	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	77059623,4
202409	AQUISICAO	POINT	TELEVENDAS		DEBIT_CARD	53154734
202409	AQUISICAO	QR			ACCOUNT_MONEY	75109041
202409	AQUISICAO	QR			CREDIT_CARD	3609346,51
202409	AQUISICAO	QR			DEBIT_CARD	370,93
202409	AQUISICAO	QR			PIX	630669278
202409	AQUISICAO	TAP			CREDIT_CARD	311910510,7
202409	AQUISICAO	TAP			DEBIT_CARD	22336779
202409	ENGAGEMENT	OP - CHECKOUT			ACCOUNT_MONEY	5684237
202409	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	144265689,2
202409	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	7,34
202409	ENGAGEMENT	OP - CHECKOUT			PIX	153687041
202409	ENGAGEMENT	OP - CHECKOUT			TICKET	12736594
202409	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	3223471
202409	ENGAGEMENT	OP - LINK			CREDIT_CARD	727578697,9
202409	ENGAGEMENT	OP - LINK			DEBIT_CARD	101,9
202409	ENGAGEMENT	OP - LINK			PIX	11659766
202409	ENGAGEMENT	OP - LINK			TICKET	7187739
202409	ENGAGEMENT	POINT			ACCOUNT_MONEY	16834127,07
202409	ENGAGEMENT	POINT			CREDIT_CARD	3973401315
202409	ENGAGEMENT	POINT			DEBIT_CARD	2653956712
202409	ENGAGEMENT	QR			ACCOUNT_MONEY	144888051
202409	ENGAGEMENT	QR			CREDIT_CARD	15504595,95
202409	ENGAGEMENT	QR			DEBIT_CARD	9,73
202409	ENGAGEMENT	QR			PIX	1291072776
202409	ENGAGEMENT	TAP			ACCOUNT_MONEY	118559421,3
202409	ENGAGEMENT	TAP			CREDIT_CARD	149114011,7
202409	ENGAGEMENT	TAP			DEBIT_CARD	11648016
202410	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	23946635,39
202410	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	35710091,62
202410	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	1133
202410	AQUISICAO	OP - CHECKOUT			PIX	89230163
202410	AQUISICAO	OP - CHECKOUT			TICKET	3598788
202410	AQUISICAO	OP - LINK			ACCOUNT_MONEY	128084120,6
202410	AQUISICAO	OP - LINK			CREDIT_CARD	325488205,1
202410	AQUISICAO	OP - LINK			DEBIT_CARD	33,3
202410	AQUISICAO	OP - LINK			PIX	8592478
202410	AQUISICAO	OP - LINK			TICKET	6751933
202410	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	9442943,6
202410	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	178466327,4
202410	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	97675578
202410	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	7736063,46
202410	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	60307542,52
202410	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	57438801
202410	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	8815255,92
202410	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	99760840,09
202410	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	63887617
202410	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	6605790,87
202410	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	204916120,1
202410	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	150269718
202410	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	13849171,96
202410	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	354516841,1
202410	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	175443423
202410	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	8172126,69
202410	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	176116802,3
202410	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	117113709
202410	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	7898477,61
202410	AQUISICAO	POINT	MgM		CREDIT_CARD	107515471,4
202410	AQUISICAO	POINT	MgM		DEBIT_CARD	88598024
202410	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	9883207,01
202410	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	127731428
202410	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	108681072
202410	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	6199562,28
202410	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	92047136,7
202410	AQUISICAO	POINT	TELEVENDAS		DEBIT_CARD	59737075
202410	AQUISICAO	QR			ACCOUNT_MONEY	92581944
202410	AQUISICAO	QR			CREDIT_CARD	5260957,07
202410	AQUISICAO	QR			DEBIT_CARD	13,58
202410	AQUISICAO	QR			PIX	729923252
202410	AQUISICAO	TAP			CREDIT_CARD	307314483,6
202410	AQUISICAO	TAP			DEBIT_CARD	23751921
202410	ENGAGEMENT	OP - CHECKOUT			ACCOUNT_MONEY	5198556,8
202410	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	148340361,4
202410	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	8,35
202410	ENGAGEMENT	OP - CHECKOUT			PIX	154072672
202410	ENGAGEMENT	OP - CHECKOUT			TICKET	12439913
202410	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	2887749
202410	ENGAGEMENT	OP - LINK			CREDIT_CARD	784247474,9
202410	ENGAGEMENT	OP - LINK			DEBIT_CARD	109,1
202410	ENGAGEMENT	OP - LINK			PIX	12200200
202410	ENGAGEMENT	OP - LINK			TICKET	7610457
202410	ENGAGEMENT	POINT			ACCOUNT_MONEY	18019603,81
202410	ENGAGEMENT	POINT			CREDIT_CARD	4110740843
202410	ENGAGEMENT	POINT			DEBIT_CARD	2645817997
202410	ENGAGEMENT	QR			ACCOUNT_MONEY	100577180
202410	ENGAGEMENT	QR			CREDIT_CARD	15261662,92
202410	ENGAGEMENT	QR			DEBIT_CARD	8,67
202410	ENGAGEMENT	QR			PIX	1348584856
202410	ENGAGEMENT	TAP			ACCOUNT_MONEY	107921526,3
202410	ENGAGEMENT	TAP			CREDIT_CARD	138295133,7
202410	ENGAGEMENT	TAP			DEBIT_CARD	11737961
202411	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	28171604,77
202411	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	45335807,24
202411	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	1250
202411	AQUISICAO	OP - CHECKOUT			PIX	94812627
202411	AQUISICAO	OP - CHECKOUT			TICKET	4135561
202411	AQUISICAO	OP - LINK			ACCOUNT_MONEY	136273428,8
202411	AQUISICAO	OP - LINK			CREDIT_CARD	371430538
202411	AQUISICAO	OP - LINK			DEBIT_CARD	37,18
202411	AQUISICAO	OP - LINK			PIX	9490101
202411	AQUISICAO	OP - LINK			TICKET	5534147
202411	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	10438550
202411	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	194201135
202411	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	112583794
202411	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	8058493,53
202411	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	66150808,48
202411	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	63000125
202411	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	8718890,58
202411	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	109436694,4
202411	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	72254615
202411	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	7057721,33
202411	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	220529175,7
202411	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	170497692
202411	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	13908160,91
202411	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	406934034,1
202411	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	206597122
202411	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	8213767,01
202411	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	204999718
202411	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	136080664
202411	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	6740340,91
202411	AQUISICAO	POINT	MgM		CREDIT_CARD	120968831,1
202411	AQUISICAO	POINT	MgM		DEBIT_CARD	101739969
202411	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	11023681,28
202411	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	137383796,7
202411	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	125270862
202411	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	6007955,8
202411	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	103010933,2
202411	AQUISICAO	POINT	TELEVENDAS		DEBIT_CARD	67523592
202411	AQUISICAO	QR			ACCOUNT_MONEY	105242636
202411	AQUISICAO	QR			CREDIT_CARD	5213207,87
202411	AQUISICAO	QR			DEBIT_CARD	630,73
202411	AQUISICAO	QR			PIX	859462118
202411	AQUISICAO	TAP			CREDIT_CARD	398776225,5
202411	AQUISICAO	TAP			DEBIT_CARD	30888967
202411	ENGAGEMENT	OP - CHECKOUT			ACCOUNT_MONEY	4458060,11
202411	ENGAGEMENT	OP - CHECKOUT			CREDIT_CARD	175866935,4
202411	ENGAGEMENT	OP - CHECKOUT			DEBIT_CARD	7,19
202411	ENGAGEMENT	OP - CHECKOUT			PIX	158204798
202411	ENGAGEMENT	OP - CHECKOUT			TICKET	10977194
202411	ENGAGEMENT	OP - LINK			ACCOUNT_MONEY	2864798
202411	ENGAGEMENT	OP - LINK			CREDIT_CARD	765831327,5
202411	ENGAGEMENT	OP - LINK			DEBIT_CARD	111,72
202411	ENGAGEMENT	OP - LINK			PIX	11793666
202411	ENGAGEMENT	OP - LINK			TICKET	5776550
202411	ENGAGEMENT	POINT			ACCOUNT_MONEY	6129275,58
202411	ENGAGEMENT	POINT			CREDIT_CARD	4010528365
202411	ENGAGEMENT	POINT			DEBIT_CARD	2680391381
202411	ENGAGEMENT	QR			ACCOUNT_MONEY	103819804
202411	ENGAGEMENT	QR			CREDIT_CARD	14439408,37
202411	ENGAGEMENT	QR			DEBIT_CARD	4,61
202411	ENGAGEMENT	QR			PIX	1411883357
202411	ENGAGEMENT	TAP			ACCOUNT_MONEY	141011290,1
202411	ENGAGEMENT	TAP			CREDIT_CARD	156210261,9
202411	ENGAGEMENT	TAP			DEBIT_CARD	14038057
202412	AQUISICAO	OP - CHECKOUT			ACCOUNT_MONEY	26266294,86
202412	AQUISICAO	OP - CHECKOUT			CREDIT_CARD	38742432,74
202412	AQUISICAO	OP - CHECKOUT			DEBIT_CARD	469,39
202412	AQUISICAO	OP - CHECKOUT			PIX	96414513
202412	AQUISICAO	OP - CHECKOUT			TICKET	2797952
202412	AQUISICAO	OP - LINK			ACCOUNT_MONEY	140701546,2
202412	AQUISICAO	OP - LINK			CREDIT_CARD	354743773,1
202412	AQUISICAO	OP - LINK			DEBIT_CARD	41,68
202412	AQUISICAO	OP - LINK			PIX	8711979
202412	AQUISICAO	OP - LINK			TICKET	7269720
202412	AQUISICAO	POINT	CANAIS DIGITAIS	APP	ACCOUNT_MONEY	8919220,85
202412	AQUISICAO	POINT	CANAIS DIGITAIS	APP	CREDIT_CARD	215547313,1
202412	AQUISICAO	POINT	CANAIS DIGITAIS	APP	DEBIT_CARD	149353950
202412	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	ACCOUNT_MONEY	8325239,27
202412	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	CREDIT_CARD	73911813,74
202412	AQUISICAO	POINT	CANAIS DIGITAIS	DIGITAL_OUTROS	DEBIT_CARD	80825683
202412	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	ACCOUNT_MONEY	7834131,6
202412	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	CREDIT_CARD	119514780,4
202412	AQUISICAO	POINT	CANAIS DIGITAIS	LANDING	DEBIT_CARD	95377060
202412	AQUISICAO	POINT	CANAIS DIGITAIS	TO	ACCOUNT_MONEY	6413958,62
202412	AQUISICAO	POINT	CANAIS DIGITAIS	TO	CREDIT_CARD	233333210,4
202412	AQUISICAO	POINT	CANAIS DIGITAIS	TO	DEBIT_CARD	215724250
202412	AQUISICAO	POINT	FDV PROPRIA		ACCOUNT_MONEY	14460338,19
202412	AQUISICAO	POINT	FDV PROPRIA		CREDIT_CARD	480379842,8
202412	AQUISICAO	POINT	FDV PROPRIA		DEBIT_CARD	302362347
202412	AQUISICAO	POINT	FDV TERCEIRA		ACCOUNT_MONEY	8160610,23
202412	AQUISICAO	POINT	FDV TERCEIRA		CREDIT_CARD	244995313,8
202412	AQUISICAO	POINT	FDV TERCEIRA		DEBIT_CARD	190450331
202412	AQUISICAO	POINT	MgM		ACCOUNT_MONEY	6958819,22
202412	AQUISICAO	POINT	MgM		CREDIT_CARD	133688954,8
202412	AQUISICAO	POINT	MgM		DEBIT_CARD	135525026
202412	AQUISICAO	POINT	RESELLERS		ACCOUNT_MONEY	8904987,49
202412	AQUISICAO	POINT	RESELLERS		CREDIT_CARD	153149366,5
202412	AQUISICAO	POINT	RESELLERS		DEBIT_CARD	162062366
202412	AQUISICAO	POINT	TELEVENDAS		ACCOUNT_MONEY	5253426,98
202412	AQUISICAO	POINT	TELEVENDAS		CREDIT_CARD	111363272
