BU	SEG_OFICIAL	CARTEIRA	PORTFOLIO	TOP_BS_OP	CANAL	PRODUTO	MEIO_PAGO	TIPO_CREDITO	PARCELA_AGROUP	P&L	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
POINT	LONGTAIL	-	AQUISICAO	-	TTP	TTP	credit_card	PNF	Maior que 12x	TPV	0,00	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TTP	TTP	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	TTP	TTP	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	debit_card	-	-	TPV	620.937,08	1.194.729,38	2.023.764,85	1.872.031,58	3.068.890,30	4.575.216,84	5.902.471,55	8.248.573,61	8.045.412,38	9.230.193,06	11.403.934,67	14.233.983,48	1.521.589,04	2.817.060,73	4.698.380,40	4.403.439,79	6.240.791,96	7.376.381,12	9.364.390,17	9.931.432,04	11.046.731,87	11.253.453,09	13.608.444,98	14.573.894,69
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	1x	1x	TPV	4.036.563,67	11.313.460,27	19.395.262,39	23.364.171,53	38.765.127,51	54.579.962,30	74.028.986,68	85.977.090,19	97.770.636,68	114.896.767,20	142.732.725,43	154.890.617,55	14.296.986,80	30.407.832,08	54.103.706,71	72.719.742,36	103.062.334,10	121.815.798,50	154.646.383,40	164.010.685,60	182.429.085,50	185.842.942,60	224.733.993,90	240.677.723,80
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PCJ	2 a 6x	TPV	1.145.869,68	1.982.193,19	3.222.263,70	3.491.294,75	3.160.441,59	4.339.766,43	7.718.903,05	8.935.899,19	9.973.219,03	11.467.234,89	14.704.923,95	15.948.223,71	3.773.308,09	6.263.147,01	9.491.215,10	7.087.617,40	10.044.952,97	11.872.756,20	15.072.583,60	15.985.273,75	17.780.420,01	18.113.151,00	21.903.660,71	23.457.613,65
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PCJ	7 a 12x	TPV	1.824.260,97	2.587.009,39	3.458.269,71	5.073.144,68	5.470.838,95	5.791.234,75	9.409.223,75	9.779.376,01	11.332.864,07	12.254.611,09	11.574.808,02	12.746.352,13	5.562.512,48	7.496.779,96	11.342.197,44	7.295.854,95	10.340.078,45	12.221.583,38	15.515.423,24	16.454.928,65	18.302.817,12	18.645.323,93	22.547.200,66	24.146.809,48
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	2.332,02	0	0	0	0	2.605,99	3.693,34	4.365,38	5.541,90	5.877,47	6.537,52	6.659,85	8.053,54	8.624,91
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PSJ	2 a 6x	TPV	793.336,54	1.307.293,45	2.073.478,57	2.534.564,78	8.308.844,57	13.961.822,48	18.506.328,45	19.692.066,37	24.721.933,54	31.202.516,60	43.572.422,92	46.298.880,01	3.958.838,46	7.847.856,41	12.946.421,10	7.052.613,69	9.995.343,82	11.814.120,07	14.998.144,45	15.906.327,06	17.692.607,59	18.023.695,33	21.795.484,81	23.341.763,25
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PSJ	7 a 12x	TPV	1.192.456,19	2.590.633,58	3.887.453,61	4.464.602,06	13.806.331,55	20.394.347,65	25.005.651,18	22.452.050,18	27.566.599,15	33.125.115,46	41.732.149,77	46.601.266,29	7.535.843,26	11.867.641,69	20.633.885,50	8.032.182,96	11.383.642,16	13.455.036,40	17.081.304,27	18.115.628,45	20.150.013,54	20.527.087,55	24.822.757,89	26.583.805,86
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	76.376,28	0	0	0	38.000,00	4.944,88	7.008,16	8.283,39	10.515,83	11.152,59	12.405,04	12.637,17	15.281,73	16.365,91
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PNF	1x	TPV	290,00	0,00	4,00	0,00	0,00	0,00	0,00	331,90	230,00	0,00	866,00	2.053,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PNF	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8.071,50	5.785,00	10.807,50	9.443,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PNF	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	3.250,00	0,00	0,00	0,00	0,00	0,00	19.319,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	AQUISICAO	-	TTP	TTP	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	debit_card	-	-	TPV	37.849.601,01	36.903.184,88	41.093.374,35	40.216.693,15	44.009.145,17	43.196.719,40	43.090.840,10	41.759.251,14	39.081.893,68	37.764.711,60	25.642.322,64	28.140.828,81	99.046.697,20	92.538.476,98	95.846.520,10	96.693.834,47	103.195.355,34	99.368.643,22	102.152.762,20	102.250.975,21	99.873.323,06	100.636.704,59	102.488.987,85	106.658.026,38
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	1x	1x	TPV	197.159.115,20	195.020.330,10	206.001.291,20	198.463.406,90	209.484.129,00	201.383.226,20	206.227.482,00	200.335.124,30	189.085.221,50	186.641.759,10	137.973.123,96	119.366.911,83	449.723.437,96	441.562.097,44	466.984.115,08	447.716.841,70	477.820.523,00	460.101.880,80	472.993.053,70	473.447.804,70	462.438.675,70	465.973.324,60	474.549.863,30	493.853.563,30
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PCJ	2 a 6x	TPV	70.980.705,48	66.187.207,07	68.350.880,51	63.560.241,93	44.926.042,98	57.078.089,85	57.936.696,90	55.190.963,94	51.725.107,83	49.405.867,91	34.035.295,88	29.735.057,97	133.256.317,25	127.399.921,50	132.778.631,02	127.541.656,76	136.117.330,13	131.069.798,32	134.742.122,89	134.871.668,36	131.735.484,02	132.742.403,89	135.185.613,20	140.684.682,35
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PCJ	7 a 12x	TPV	43.577.412,15	40.552.912,47	39.420.775,48	38.764.146,45	26.285.760,31	32.323.404,30	34.051.811,03	32.568.712,23	30.140.960,65	28.311.299,54	21.008.885,26	18.518.113,09	85.803.242,67	80.586.632,69	84.597.653,77	80.110.994,41	85.497.514,68	82.327.077,64	84.633.724,60	84.715.094,22	82.745.205,68	83.377.668,48	84.912.288,08	88.366.343,10
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	58.413,18	0	0	0	156.957,47	50.104,12	53.473,04	51.490,14	52.932,80	52.983,69	51.751,66	52.147,21	53.107,01	55.267,29
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PSJ	2 a 6x	TPV	66.184.417,93	68.683.139,80	71.827.518,82	71.670.224,18	96.047.723,51	83.064.695,47	90.555.530,22	88.695.773,86	89.825.534,30	88.696.757,94	62.911.217,64	56.473.373,86	199.529.778,13	198.515.730,52	218.232.726,98	213.518.643,28	227.875.255,77	219.425.137,08	225.573.008,92	225.789.882,15	220.539.567,51	222.225.261,20	226.315.460,03	235.521.501,53
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PSJ	7 a 12x	TPV	58.093.424,33	62.194.873,66	64.477.933,86	63.770.560,58	78.015.239,15	70.179.827,21	78.799.603,50	76.637.351,91	77.834.366,34	78.719.929,58	61.712.806,03	56.566.185,66	200.187.029,84	193.949.759,42	210.600.039,63	204.183.078,92	217.911.984,70	209.831.326,18	215.710.397,78	215.917.788,77	210.897.030,92	212.509.021,95	216.420.387,10	225.223.917,69
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	52.290,35	0	100	0	381.511,53	98.693,71	105.329,69	101.423,83	104.265,53	104.365,78	101.938,96	102.718,12	104.608,71	108.863,98
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PNF	1x	TPV	352	242	265	3.372,00	1.467,33	1.963,03	2.313,00	1.206,97	6.535,00	1.811,90	229	40	2.234,99	10.145,80	21.729,30	8.192,00	8.742,82	8.418,61	8.654,49	8.662,81	8.461,37	8.526,04	8.682,97	9.036,18
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PNF	2 a 6x	TPV	1.150,00	2.461,90	9.034,00	1.963,00	3.839,00	6.209,90	9.414,50	2.220,00	2.030,00	5.123,20	1.482,80	330	3.816,00	1.955,00	44.520,00	14.904,29	15.906,42	15.316,57	15.745,73	15.760,85	15.394,36	15.512,05	15.797,54	16.440,16
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PNF	7 a 12x	TPV	0	0	0	0	600	0	0	0	0	0	0	0	1.500,00	0	0	312,8	333,82	321,45	330,46	330,78	323,08	325,55	331,55	345,03
POINT	LONGTAIL	-	LEGADO	-	TTP	TTP	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	TTP	TTP	debit_card	-	-	TPV	4.121.017,12	3.896.301,55	4.189.107,88	4.226.296,76	5.447.621,78	5.601.843,23	6.355.229,68	6.175.026,71	6.102.868,17	6.549.998,86	3.601.175,13	3.833.553,45	14.946.877,30	14.098.488,76	14.801.398,51	14.909.377,28	15.320.478,94	14.484.136,93	14.899.071,24	14.922.358,09	14.583.966,05	14.695.438,54	14.957.093,31	15.556.168,05
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	1x	1x	TPV	74.713.635,24	71.194.760,55	74.635.271,07	72.282.892,38	80.629.456,16	84.382.644,33	88.507.562,06	89.312.899,80	88.369.597,76	90.370.544,08	69.509.991,08	65.248.388,19	211.304.709,88	195.756.401,49	203.170.710,35	200.194.619,30	205.714.658,20	194.484.734,40	200.056.235,90	200.368.918,30	195.825.182,80	197.321.972,10	200.835.323,00	208.879.357,10
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PCJ	2 a 6x	TPV	6.554.686,82	5.298.324,36	5.203.527,54	4.460.664,79	3.656.246,93	4.981.458,89	5.275.821,15	5.615.443,12	5.016.973,55	5.371.195,56	3.434.313,13	3.415.088,23	16.757.958,08	14.895.657,10	14.570.650,30	14.859.442,52	15.269.167,32	14.435.626,40	14.849.171,01	14.872.379,86	14.535.121,17	14.646.220,32	14.906.998,74	15.504.067,05
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PCJ	7 a 12x	TPV	4.988.253,47	3.655.399,51	3.598.311,76	2.805.458,79	2.328.228,41	2.691.585,03	3.048.617,37	3.079.139,85	2.753.466,19	2.659.493,26	1.920.361,36	1.701.595,53	10.712.708,80	8.658.638,07	7.956.471,73	9.011.879,50	9.260.367,33	8.754.845,67	9.005.650,08	9.019.725,68	8.815.186,73	8.882.565,60	9.040.721,17	9.402.828,12
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.887,47	3.437,42	3.532,19	3.339,37	3.435,03	3.440,40	3.362,38	3.388,09	3.448,41	3.586,53
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PSJ	2 a 6x	TPV	15.084.043,54	15.129.562,28	15.186.941,75	15.475.023,84	19.500.939,26	21.313.145,54	23.473.099,89	24.091.946,81	25.352.891,36	26.646.933,41	17.750.965,77	17.117.688,02	63.567.029,92	59.728.823,86	65.487.386,67	62.441.107,62	64.162.818,94	60.660.182,95	62.397.945,55	62.495.471,81	61.078.271,52	61.545.123,11	62.640.944,40	65.149.894,93
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PSJ	7 a 12x	TPV	12.039.289,79	11.958.704,07	12.490.654,35	12.719.464,06	15.054.349,33	15.649.737,83	18.120.168,94	17.623.545,34	18.583.959,00	21.015.018,91	15.014.455,95	15.396.545,15	57.358.743,34	52.912.738,45	55.635.466,61	55.914.257,45	57.456.001,57	54.319.489,45	55.875.607,02	55.962.939,07	54.693.876,00	55.111.928,50	56.093.205,67	58.339.900,39
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	14.910,00	0	0	0,00	106.518,94	34.490,42	35.441,42	33.506,68	34.466,58	34.520,44	33.737,63	33.995,50	34.600,82	35.986,66
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PNF	1x	TPV	136	541,51	724,30	2.265,20	278,00	982,00	3.580,22	2.623,90	1.168,40	7.729,03	656,00	688,00	1.464,90	1.326,50	805,50	3.323,34	3.414,98	3.228,56	3.321,05	3.326,24	3.250,82	3.275,66	3.333,98	3.467,52
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PNF	2 a 6x	TPV	0,00	489,20	800,00	1.243,00	2.764,00	9.482,75	8.611,00	16.251,96	4.579,28	15.385,00	0,00	900,00	11.678,00	13.547,00	14.855,58	17.566,80	18.051,15	17.065,76	17.554,65	17.582,09	17.183,37	17.314,70	17.623,01	18.328,86
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PNF	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	11.530,00	1.865,00	0,00	0,00	1.850,00	0,00	0,00	0,00	1.400,00	7.803,00	6.474,89	6.653,43	6.290,22	6.470,42	6.480,54	6.333,59	6.381,98	6.495,62	6.755,79
POINT	SMB	-	LEGADO	-	TTP	TTP	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	debit_card	-	-	TPV	5.913.941,35	14.631.303,72	25.378.815,34	34.686.188,63	43.602.431,74	49.740.109,73	55.910.431,01	62.894.481,60	65.580.998,57	73.625.810,10	85.486.942,57	108.541.992,60	8.814.005,34	21.652.987,12	30.837.748,66	41.383.958,78	55.177.650,58	64.617.266,22	74.265.213,53	84.429.213,17	92.820.173,27	101.712.228,38	112.360.078,94	125.119.053,44
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	1x	1x	TPV	5.374.420,48	12.524.566,17	21.879.170,11	31.269.081,37	39.069.544,00	43.366.964,41	50.868.768,04	58.758.001,35	63.284.132,74	71.161.225,54	77.721.852,80	83.929.805,48	7.243.940,75	17.854.211,55	25.480.423,23	30.033.426,63	40.043.871,32	46.894.448,52	53.896.217,46	61.272.499,16	67.362.039,44	73.815.237,54	81.542.662,60	90.802.185,77
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	2 a 6x	TPV	1.787.861,54	3.396.939,37	5.368.751,78	7.510.949,56	6.899.877,97	9.976.692,10	12.076.448,46	13.432.057,87	15.075.248,56	16.741.135,73	17.423.759,27	19.308.543,48	1.990.761,04	4.344.810,17	6.453.685,49	5.347.998,40	7.130.540,32	8.350.410,30	9.597.202,77	10.910.684,01	11.995.037,57	13.144.146,93	14.520.155,64	16.168.982,35
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	7 a 12x	TPV	1.155.498,22	2.224.182,14	3.053.862,26	4.173.579,98	3.690.404,64	5.233.915,66	6.484.275,48	6.918.882,64	7.542.259,76	8.614.596,34	9.043.677,79	9.388.119,92	1.148.562,20	2.451.695,54	3.284.388,57	2.488.677,55	3.318.178,93	3.885.842,31	4.466.034,04	5.077.259,21	5.581.860,37	6.116.595,57	6.756.917,73	7.524.195,06
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	3.145,75	761.260,74	1.238.829,66	1.184.103,94	1.183.523,84	1.396.506,52	147.700,20	200.880,58	362.067,28	326.406,48	435.201,05	509.653,82	585.749,81	665.916,02	732.097,77	802.231,80	886.214,28	986.847,77
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PSJ	2 a 6x	TPV	2.754.338,24	7.401.864,62	10.679.566,35	16.401.947,36	23.164.016,40	23.466.442,76	27.571.542,11	30.389.600,75	33.905.939,21	38.566.647,52	38.699.269,09	43.801.119,54	3.889.641,92	9.112.673,43	13.887.731,11	20.984.006,85	27.978.188,47	32.764.607,32	37.656.662,06	42.810.384,52	47.065.075,71	51.573.850,36	56.972.912,63	63.442.434,06
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PSJ	7 a 12x	TPV	1.934.135,80	4.212.708,30	6.868.878,43	9.786.286,38	12.643.404,17	13.066.806,30	15.178.402,81	15.840.538,21	17.593.558,57	19.149.575,44	20.116.345,26	21.053.633,80	2.805.457,41	5.627.298,63	7.174.665,63	8.148.845,09	10.864.937,52	12.723.676,19	14.623.437,15	16.624.813,04	18.277.062,79	20.027.982,21	22.124.632,44	24.636.980,47
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	14.735,33	1.460.984,85	1.880.138,52	2.159.688,14	2.147.044,60	2.352.636,92	395.189,41	395.028,04	746.414,89	749.644,58	999.508,67	1.170.501,48	1.345.267,99	1.529.382,51	1.681.379,54	1.842.453,62	2.035.332,72	2.266.453,61
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PNF	1x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	708,37	944,47	1.106,05	1.271,21	1.445,18	1.588,81	1.741,01	1.923,27	2.141,66
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PNF	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2.446,63	3.262,12	3.820,18	4.390,54	4.991,45	5.487,58	6.013,23	6.642,71	7.397,05
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PNF	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	98,25	130,99	153,39	176,3	200,42	220,31	241,44	266,71	296,99
POINT	LONGTAIL	-	AQUISICAO	-	APP	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	SMB	-	AQUISICAO	-	APP	POINT	debit_card	-	-	TPV	2.655.083,79	9.961.297,36	20.013.518,48	23.377.756,35	35.102.648,23	41.460.761,16	48.530.254,75	57.245.784,50	61.464.473,76	70.865.001,49	85.191.382,39	117.739.128,40	5.400.368,08	18.751.047,68	33.560.182,84	41.936.092,92	58.514.062,82	69.254.480,34	82.260.039,63	95.616.747,18	106.723.112,39	119.658.855,23	133.770.431,93	158.552.401,79
POINT	SMB	-	AQUISICAO	-	APP	POINT	credit_card	1x	1x	TPV	2.871.437,53	9.950.311,84	18.145.391,53	21.401.161,76	30.732.616,39	35.608.646,17	43.408.035,63	48.824.431,51	54.314.285,82	64.956.491,69	72.326.353,98	87.868.895,87	5.584.208,84	16.020.735,72	28.152.363,33	25.393.257,31	35.431.594,84	41.935.161,75	49.810.323,47	57.898.113,41	64.623.270,00	72.456.156,26	81.001.036,63	96.007.082,58
POINT	SMB	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	2 a 6x	TPV	218.498,37	1.005.923,15	1.280.286,55	1.516.035,27	1.437.993,54	2.111.859,92	2.782.229,53	3.202.936,14	3.812.444,43	4.425.248,07	4.588.802,20	5.618.791,74	525.988,13	1.367.179,66	2.358.926,09	1.083.980,30	1.512.494,04	1.790.116,50	2.126.289,22	2.471.538,51	2.758.620,12	3.092.988,19	3.457.749,68	4.098.323,55
POINT	SMB	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	7 a 12x	TPV	272.342,63	803.892,21	1.126.163,61	1.255.121,44	1.027.424,36	1.389.480,76	1.364.504,14	1.286.194,38	2.131.521,02	2.241.612,85	2.404.506,20	2.714.662,57	422.683,29	795.208,18	1.697.849,07	534.436,70	745.707,53	882.584,27	1.048.328,01	1.218.546,91	1.360.087,28	1.524.941,36	1.704.780,27	2.020.603,50
POINT	SMB	-	AQUISICAO	-	APP	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	167.616,37	429.172,34	441.720,61	464.324,10	570.941,70	115.362,48	296.188,28	393.971,21	106.769,27	148.976,71	176.321,80	209.433,97	243.440,14	271.716,94	304.651,29	340.579,39	403.674,24
POINT	SMB	-	AQUISICAO	-	APP	POINT	credit_card	PSJ	2 a 6x	TPV	1.449.238,76	4.578.918,12	8.307.187,27	10.606.752,76	16.473.968,75	19.069.921,52	22.849.897,91	25.991.474,38	28.776.202,73	34.561.900,51	37.897.776,72	44.875.365,74	3.001.883,11	8.292.162,21	14.867.373,69	22.148.601,15	30.904.277,17	36.576.842,49	43.445.745,25	50.500.107,44	56.365.948,45	63.197.977,52	70.651.024,87	83.739.653,92
