BU	SEG_OFICIAL	CARTEIRA	PORTFOLIO	TOP_BS_OP	CANAL	PRODUTO	MEIO_PAGO	TIPO_CREDITO	PARCELA_AGROUP	P&L	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PCJ	2 a 6x	TPV	29.261.479,03	27.170.763,77	25.905.867,23	25.468.347,67	20.780.499,10	25.635.184,38	26.745.850,95	26.298.047,83	25.727.720,78	27.638.236,40	25.438.245,57	24.451.371,16	36.851.476,86	32.246.147,01	35.767.330,13	34.264.774,24	40.338.865,62	38.701.478,18	39.935.491,07	39.463.627,03	39.433.703,67	41.548.880,21	40.262.999,81	34.252.032,70
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PCJ	7 a 12x	TPV	15.287.853,22	13.401.214,85	12.162.136,77	12.324.824,38	8.799.060,12	11.433.721,91	12.451.529,81	12.874.167,09	12.725.468,50	14.263.625,21	13.197.102,21	11.648.223,55	20.168.061,78	17.310.977,69	20.012.014,37	18.211.333,86	21.439.643,60	20.569.390,98	21.225.254,66	20.974.464,38	20.958.560,46	22.082.752,47	21.399.321,82	18.204.561,85
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	1.299,90	0,00	0,00	242,70	285,74	274,15	282,88	279,54	279,33	294,32	285,20	242,62
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PSJ	2 a 6x	TPV	144.343.001,06	144.604.914,45	143.230.909,60	147.480.070,88	170.143.250,23	155.814.812,03	168.477.809,54	164.787.828,26	172.084.479,13	177.390.838,43	170.669.596,52	145.798.767,46	275.006.397,49	250.861.143,33	298.793.552,75	245.494.668,85	289.013.328,37	277.282.041,70	286.123.296,11	282.742.561,62	282.528.171,62	297.682.643,62	288.469.777,38	245.403.380,22
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PSJ	7 a 12x	TPV	80.185.984,57	80.722.043,48	79.477.775,15	85.430.571,38	95.415.697,91	87.677.082,52	94.921.748,06	92.801.836,20	100.152.650,77	102.956.717,83	106.556.769,96	86.808.014,20	172.844.435,90	156.015.453,22	186.921.689,44	151.014.870,72	177.785.165,99	170.568.721,07	176.007.376,40	173.927.733,77	173.795.852,77	183.118.053,66	177.450.803,19	150.958.714,99
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	87.281,20	50.554,00	31.400,00	31.599,31	37.200,94	35.690,93	36.828,95	36.393,79	36.366,19	38.316,84	37.130,98	31.587,59
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PNF	1x	TPV	475.864,84	493.603,79	391.199,18	520.942,21	662.067,37	575.454,98	633.962,17	669.507,57	629.212,20	707.412,23	608.811,84	499.170,29	556.159,34	595.961,66	715.253,43	687.641,25	809.538,92	776.679,08	801.443,81	791.974,22	791.373,71	833.822,04	808.016,41	687.385,55
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PNF	2 a 6x	TPV	2.540.364,54	2.647.129,06	2.633.704,42	2.460.321,65	3.032.677,08	2.570.444,24	2.711.016,86	3.042.738,52	2.837.980,28	3.091.954,63	2.685.971,55	2.152.805,99	3.175.480,72	3.669.166,71	4.309.536,81	3.563.353,31	4.195.026,35	4.024.746,81	4.153.077,54	4.104.006,19	4.100.894,32	4.320.861,37	4.187.136,68	3.562.028,25
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PNF	7 a 12x	TPV	1.962.687,29	2.374.841,60	2.156.416,04	2.261.424,87	1.923.819,64	1.701.686,05	2.168.263,50	2.106.477,70	1.726.013,16	2.053.826,67	2.258.531,68	1.620.263,23	2.303.840,25	2.615.172,34	2.697.935,25	2.529.955,97	2.978.439,43	2.857.542,14	2.948.656,08	2.913.815,78	2.911.606,36	3.067.781,43	2.972.837,82	2.529.015,19
OP	SMB	-	LEGADO	-	-	LINK	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	account_money	-	-	TPV	75.137,96	143.419,88	312.741,96	383.820,55	404.142,25	420.297,99	413.896,76	483.080,01	466.651,36	532.352,65	727.629,18	787.556,69	74.724,12	164.953,17	343.651,95	335.730,01	503.316,86	598.613,80	708.224,71	751.929,55	819.504,94	906.435,69	978.136,90	996.460,61
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	bank_transfer	-	-	TPV	4.668.043,18	13.185.854,06	19.262.094,05	23.737.154,62	32.082.453,91	38.997.770,77	46.943.031,83	50.533.274,69	54.344.488,03	55.841.394,76	70.422.634,83	74.348.595,31	6.912.162,91	14.644.137,22	28.969.894,12	30.149.876,30	45.206.825,15	53.992.090,44	63.692.714,72	68.054.103,70	74.219.744,94	82.071.036,16	89.040.765,96	90.477.762,94
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	ticket	-	-	TPV	245.585,88	647.125,90	1.329.039,27	1.239.343,65	915.246,83	834.265,21	1.076.683,73	1.330.757,71	1.846.131,44	1.385.570,50	1.547.234,82	1.954.725,88	229.797,94	576.179,87	1.146.592,42	782.794,87	1.172.733,29	1.402.855,56	1.652.276,86	1.771.345,39	1.932.731,89	2.132.640,55	2.318.072,44	2.338.025,23
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	digital_currency	-	-	TPV	19.920,12	47.968,17	64.881,69	84.031,14	118.069,30	107.278,54	155.721,39	108.910,26	152.056,33	174.653,65	213.771,36	189.237,31	11.624,09	36.809,17	54.168,24	76.920,47	115.258,48	137.871,58	162.385,96	174.084,85	189.944,57	209.726,08	228.030,53	230.223,87
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	debit_card	-	-	TPV	93,18	323,35	289,70	1.530,90	1.191,97	329,50	712,80	102,40	121,00	65,00	162,35	229,44	10,00	0,00	218,23	99,98	150,84	181,18	213,19	225,72	247,10	277,26	300,98	321,79
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	1x	1x	TPV	613.360,51	7.956.422,46	2.974.135,93	3.853.673,75	5.762.135,66	7.427.357,57	8.353.070,20	9.640.922,81	11.014.300,81	11.764.204,90	14.800.964,48	13.977.514,93	926.601,77	2.268.626,00	4.608.450,64	5.066.563,20	7.596.129,76	9.151.281,08	10.723.144,81	11.594.620,64	12.669.197,31	13.994.324,43	15.337.495,53	15.490.913,96
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PCJ	2 a 6x	TPV	328.777,68	833.907,29	1.512.243,71	1.965.167,46	2.151.852,87	3.450.939,34	3.682.068,09	4.321.625,14	5.092.682,47	4.687.948,33	6.136.400,98	5.489.578,15	384.701,37	1.108.952,31	2.202.370,36	2.095.669,97	3.141.968,20	3.785.221,68	4.435.387,67	4.795.854,07	5.240.328,59	5.788.437,59	6.344.010,18	6.407.468,22
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PCJ	7 a 12x	TPV	209.375,52	529.582,37	514.448,35	642.962,64	729.564,31	1.188.616,71	1.369.078,25	1.802.358,44	2.239.119,74	1.879.581,01	2.425.045,98	2.343.707,27	218.665,39	720.660,79	1.303.402,85	930.976,91	1.395.782,80	1.681.540,54	1.970.369,25	2.130.502,24	2.327.954,81	2.571.445,89	2.818.252,50	2.846.442,98
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PSJ	2 a 6x	TPV	468.093,58	2.975.288,07	2.750.916,21	3.877.573,91	7.660.281,65	8.256.152,88	9.763.906,86	11.609.681,34	14.683.829,62	18.450.421,71	23.461.969,08	20.865.709,21	972.127,18	2.684.852,04	4.616.114,47	7.419.050,46	11.123.135,69	13.400.368,96	15.702.074,51	16.978.190,61	18.551.710,65	20.492.115,67	22.458.942,88	22.683.596,01
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PSJ	7 a 12x	TPV	177.241,17	574.344,40	944.212,84	1.217.233,40	1.943.489,09	2.562.678,41	3.658.690,62	4.436.262,04	5.873.200,23	5.937.505,10	8.655.504,85	7.475.227,63	869.056,24	968.079,90	1.892.172,82	2.717.072,07	4.073.615,85	4.907.604,93	5.750.556,38	6.217.907,36	6.794.176,12	7.504.808,81	8.225.118,25	8.307.392,68
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	254,03	0,00	0,00	0,00	26,60	39,87	48,04	56,29	60,88	66,50	73,46	80,55	81,31
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PNF	1x	TPV	6.245,90	38.832,14	47.423,59	47.620,14	68.908,67	47.447,27	52.421,71	38.000,20	55.281,51	36.137,37	80.582,96	67.521,31	0	42.936,39	26.503,50	26.564,54	39.827,38	47.981,19	56.222,64	60.791,92	66.426,02	73.373,82	80.416,23	81.220,60
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PNF	2 a 6x	TPV	45.274,14	243.197,26	340.698,07	265.975,23	320.501,56	241.079,64	282.575,43	188.573,78	310.553,45	192.950,25	333.880,47	232.581,61	0	46.099,47	32.476,67	87.750,97	131.562,10	158.496,70	185.720,79	200.814,43	219.425,69	242.376,40	265.639,59	268.296,69
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PNF	7 a 12x	TPV	0	568.171,76	507.390,37	155.248,52	464.090,76	297.592,75	589.406,23	84.557,67	61.775,13	126.498,24	196.462,80	197.293,22	0	0	0	54.479,04	81.678,63	98.400,65	115.302,40	124.673,04	136.227,63	150.476,27	164.918,91	166.568,54
OP	SMB	-	AQUISICAO	-	-	CHECKOUT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	LEGADO	-	-	CHECKOUT	account_money	-	-	TPV	2.510.585,38	2.240.833,89	2.225.488,70	2.215.525,30	2.371.630,26	2.231.667,23	2.881.347,14	2.831.105,05	2.749.951,48	2.839.229,20	2.626.612,39	2.506.638,23	2.703.595,28	2.751.207,26	3.213.921,63	3.540.499,39	3.175.644,11	3.083.224,92	3.292.083,00	3.145.946,31	3.070.722,23	3.109.857,19	3.582.695,24	3.113.927,18
OP	SMB	-	LEGADO	-	-	CHECKOUT	bank_transfer	-	-	TPV	152.053.020,00	137.891.994,20	143.699.364,40	138.998.135,50	146.290.009,90	144.892.463,50	158.102.775,00	148.279.783,70	143.541.117,70	135.547.051,90	152.711.133,10	140.059.510,20	208.335.407,10	180.124.979,50	204.866.219,20	191.620.930,10	171.874.023,60	166.872.060,10	178.175.995,50	170.266.702,40	166.195.381,70	168.313.466,50	193.904.677,70	168.533.744,60
OP	SMB	-	LEGADO	-	-	CHECKOUT	ticket	-	-	TPV	9.478.261,33	9.782.559,55	7.787.230,09	7.510.397,60	7.851.060,27	7.296.660,41	9.198.066,50	8.927.374,32	8.566.247,45	7.212.787,79	7.245.570,46	6.253.326,85	9.764.661,54	9.889.792,18	10.777.824,91	42.684.485,22	38.285.766,71	37.171.555,22	39.689.561,29	37.927.728,16	37.020.821,85	37.492.635,45	43.193.201,01	37.541.703,45
OP	SMB	-	LEGADO	-	-	CHECKOUT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	LEGADO	-	-	CHECKOUT	digital_currency	-	-	TPV	656.564,98	555.354,91	561.729,17	564.583,06	606.405,58	508.204,39	605.814,14	570.501,80	474.245,68	463.717,48	545.974,03	455.745,46	620.074,48	445.037,90	482.493,27	564.956,01	506.736,20	491.988,91	525.316,30	501.997,33	489.993,86	496.238,61	571.689,18	496.888,05
OP	SMB	-	LEGADO	-	-	CHECKOUT	debit_card	-	-	TPV	5.223,66	5.403,27	5.767,33	5.787,21	6.808,90	8.723,29	4.890,67	4.552,34	3.911,67	3.201,18	3.507,47	2.648,96	2.148,66	2.690,90	1.715,86	3.124,05	2.802,12	2.720,57	2.904,86	2.775,91	2.709,54	2.744,06	3.161,29	2.747,66
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	1x	1x	TPV	36.558.653,60	33.585.375,40	35.469.525,20	33.215.816,54	36.018.148,31	36.341.443,50	38.362.236,47	37.172.787,19	36.710.327,87	35.476.275,43	40.142.582,01	33.529.469,10	47.557.596,78	42.103.607,95	50.484.279,14	51.494.422,95	46.187.823,36	44.843.642,30	47.881.356,55	45.755.886,84	44.661.798,03	45.230.992,42	52.108.136,02	45.290.187,91
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PCJ	2 a 6x	TPV	15.535.423,60	13.703.224,23	14.293.377,39	13.928.093,69	11.907.913,10	14.435.260,61	15.558.023,30	13.691.174,89	12.852.090,25	12.825.398,60	13.909.578,95	11.589.794,34	16.838.030,63	14.926.101,12	17.204.187,71	16.378.285,47	14.690.471,58	14.262.942,14	15.229.115,73	14.553.090,09	14.205.104,87	14.386.142,47	16.573.482,69	14.404.970,15
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PCJ	7 a 12x	TPV	6.528.175,53	5.854.715,67	6.126.862,28	5.652.493,12	4.714.500,23	5.573.908,29	6.438.271,25	5.615.539,97	5.273.192,54	5.195.705,30	6.014.140,83	5.054.921,15	7.915.060,02	6.615.521,66	7.721.804,67	7.229.592,36	6.484.568,95	6.295.851,78	6.722.333,62	6.423.926,95	6.270.321,62	6.350.234,04	7.315.755,02	6.358.544,83
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	12.466,04	2.337,18	2.096,33	2.035,32	2.173,19	2.076,73	2.027,07	2.052,91	2.365,03	2.055,59
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PSJ	2 a 6x	TPV	57.236.665,49	53.839.340,94	58.305.971,69	55.445.047,51	63.189.636,87	56.927.843,28	58.289.809,61	58.678.581,61	59.311.053,96	56.116.435,00	70.962.941,91	56.659.777,53	74.492.253,07	67.151.226,71	78.991.238,64	75.754.346,41	67.947.714,86	65.970.266,57	70.439.101,16	67.312.285,49	65.702.752,30	66.540.104,14	76.657.190,35	66.627.187,63
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PSJ	7 a 12x	TPV	17.060.301,62	17.128.730,49	18.806.758,62	16.304.374,78	18.623.255,72	17.199.349,09	18.671.084,81	19.252.656,06	18.041.500,45	17.359.904,45	23.237.824,92	16.685.342,88	30.425.526,71	25.316.073,42	29.410.110,49	26.903.583,96	24.131.117,77	23.428.841,93	25.015.914,78	23.905.449,80	23.333.836,26	23.631.215,44	27.224.222,19	23.662.142,48
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	43.717,54	9.662,23	9.103,35	11.714,58	10.507,38	10.201,57	10.892,64	10.409,11	10.160,21	10.289,70	11.854,19	10.303,17
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PNF	1x	TPV	1.238.850,02	1.175.187,52	1.222.079,90	1.206.030,96	1.187.689,81	1.165.299,89	1.177.583,88	1.218.729,81	1.348.166,63	1.038.771,73	1.266.039,57	961.881,32	1.446.586,89	1.174.389,94	1.261.971,60	1.340.442,70	1.202.307,49	1.167.317,33	1.246.391,56	1.191.063,82	1.162.583,77	1.177.400,38	1.356.418,15	1.178.941,29
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PNF	2 a 6x	TPV	4.749.674,50	4.325.418,22	4.646.716,59	4.992.523,84	4.625.649,33	4.647.175,91	4.549.325,16	4.107.410,64	4.813.414,75	4.338.198,92	4.944.569,76	3.331.154,85	5.577.678,07	4.068.031,12	4.867.561,09	5.046.872,09	4.526.782,19	4.395.041,50	4.692.762,20	4.484.448,88	4.377.219,31	4.433.004,98	5.107.020,95	4.438.806,62
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PNF	7 a 12x	TPV	1.674.692,39	1.513.229,59	1.698.609,82	1.598.403,83	1.842.723,88	1.764.117,45	1.963.675,89	2.144.586,80	1.893.125,59	1.786.138,78	2.321.104,21	1.851.651,22	2.273.532,92	2.065.576,72	2.529.973,27	2.404.581,21	2.156.784,50	2.094.016,69	2.235.865,67	2.136.614,81	2.085.525,32	2.112.104,39	2.433.239,15	2.114.868,56
OP	SMB	-	LEGADO	-	-	CHECKOUT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	account_money	-	-	TPV	13.945.604,65	15.410.603,85	14.233.709,16	344.895,32	361.599,04	350.642,66	421.113,08	428.688,29	379.438,75	401.487,52	381.838,63	328.044,97	413.701,82	336.168,26	394.742,13	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	bank_transfer	-	-	TPV	229.728,67	256.901,59	400.845,08	396.434,09	331.438,69	231.890,96	326.708,75	564.932,38	268.441,71	333.076,40	304.963,12	374.034,69	303.214,76	148.961,54	99.158,96	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	ticket	-	-	TPV	0	0	152,67	0	3.032,67	19.569,85	18.791,03	13.441,37	13.763,09	4.540,72	17.167,51	70.559,83	24.187.484,59	22.728.754,75	29.124.877,99	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	digital_currency	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	SMB	-	-	-	-	OTHERS	debit_card	-	-	TPV	290,00	1,00	143,00	105,10	1,00	31,00	1,00	0,00	11,00	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	1x	1x	TPV	3.117.312,97	2.850.458,09	3.047.917,89	3.103.766,09	3.396.435,08	3.583.542,53	3.765.214,49	3.889.814,78	4.150.190,51	4.443.512,28	4.916.804,54	3.772.928,38	4.150.007,00	3.604.021,87	4.495.180,33	0,00	21.577.952,96	22.416.495,54	24.929.824,06	29.960.026,98	33.785.062,01	41.270.711,21	47.692.301,35	44.757.480,70
OP	SMB	-	-	-	-	OTHERS	credit_card	PCJ	2 a 6x	TPV	1.980,39	0,00	0,00	0,00	10.854,36	0,00	0,00	30.816,40	22.710,94	9.126,94	15.233,38	8.002,40	11.717,30	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PCJ	7 a 12x	TPV	6.886,84	4.619,44	1.569,11	0,00	0,00	0,00	0,00	0,00	0,00	1.685,67	14.123,13	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PSJ	2 a 6x	TPV	45.492,00	46.645,33	58.067,01	35.260,75	50.300,19	53.723,78	38.431,53	40.977,25	31.817,81	34.355,30	31.503,34	27.534,49	25.538,18	15.232,36	17.283,86	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PSJ	7 a 12x	TPV	259.990,59	287.866,40	251.794,07	216.663,20	289.546,90	263.580,48	275.589,40	226.641,13	211.105,67	273.954,80	196.483,53	162.101,90	159.698,20	203.395,69	235.065,87	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PNF	1x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PNF	2 a 6x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
OP	SMB	-	-	-	-	OTHERS	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	account_money	-	-	TPV	81.889.862,00	76.085.160,00	69.984.577,00	63.803.771,00	67.518.835,00	67.684.216,00	76.324.116,00	67.424.609,00	99.135.833,00	20.506.710,00	20.751.729,00	20.922.877,00	22.827.281,00	21.007.555,00	24.622.018,00	20.784.912,00	20.870.253,00	21.674.793,00	21.354.342,00	22.882.006,00	24.161.240,00	27.197.760,00	32.232.671,00	27.099.736,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	bank_transfer	-	-	TPV	565.966.659,00	529.614.013,00	549.690.923,00	517.337.238,00	551.714.070,00	513.124.921,00	555.592.376,00	523.872.228,00	542.136.583,00	495.148.087,00	619.979.936,00	514.170.107,00	602.000.227,00	544.837.423,00	629.045.158,00	608.145.119,00	620.332.945,00	611.899.441,00	601.477.892,00	612.704.688,00	606.662.330,00	734.589.825,00	861.260.764,00	714.929.816,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	ticket	-	-	TPV	43.802.957,00	45.676.195,00	42.774.301,00	40.787.670,00	39.425.386,00	40.562.670,00	41.300.301,00	39.646.317,00	46.140.770,00	37.897.332,00	32.773.437,00	32.245.292,00	42.483.117,00	43.302.260,00	44.015.303,00	39.689.319,00	40.484.732,00	39.934.337,00	39.254.197,00	39.986.890,00	39.592.548,00	47.941.469,00	56.208.383,00	46.658.400,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	digital_currency	-	-	TPV	2.250.022,00	1.617.340,00	1.878.157,00	1.736.638,00	1.986.658,00	1.645.767,00	1.600.576,00	1.524.036,00	1.238.699,00	1.210.267,00	1.473.257,00	1.012.318,00	1.226.553,00	929.171,00	1.057.270,00	1.110.928,00	1.259.989,00	1.096.531,00	992.547,00	1.009.203,00	782.863,00	1.171.627,00	1.331.228,00	1.086.369,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	debit_card	-	-	TPV	4.858,00	6.476,00	5.641,00	6.922,00	7.049,00	4.146,00	5.210,00	35.169,00	10.422,00	1.437,00	941,00	3.752,00	5.573,00	512,00	30.512,00	31.578,00	29.667,00	18.403,00	21.241,00	153.087,00	43.257,00	70.989,00	97.562,00	94.920,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	1x	1x	TPV	134.598.961,00	112.662.660,00	119.174.131,00	124.669.818,00	130.550.793,00	126.531.297,00	131.799.522,00	121.285.748,00	119.837.710,00	114.447.636,00	125.272.036,00	96.198.538,00	115.365.415,00	99.147.572,00	115.545.840,00	135.917.630,00	138.641.553,00	136.756.704,00	134.427.535,00	136.936.673,00	135.586.233,00	164.177.439,00	192.487.810,00	159.783.518,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PCJ	2 a 6x	TPV	21.789.831,00	22.514.604,00	20.731.223,00	22.499.551,00	19.660.842,00	23.738.809,00	26.399.212,00	23.329.388,00	18.876.894,00	16.451.749,00	17.658.166,00	12.837.995,00	17.249.521,00	14.998.209,00	17.326.142,00	21.480.570,00	24.058.921,00	23.112.494,00	25.024.226,00	23.934.000,00	18.301.859,00	27.139.554,00	30.481.786,00	24.428.042,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PCJ	7 a 12x	TPV	5.775.297,00	5.282.924,00	5.322.491,00	5.407.433,00	4.278.573,00	5.165.879,00	6.323.273,00	5.980.595,00	4.631.030,00	4.754.223,00	5.244.387,00	4.056.615,00	5.609.842,00	4.684.725,00	5.179.291,00	5.934.543,00	6.646.875,00	6.385.402,00	6.913.566,00	6.612.363,00	5.056.344,00	7.497.977,00	8.421.351,00	6.748.856,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PCJ	Maior que 12x	TPV	0	0	5.664,00	0	0	1.139,00	0,00	4.352,00	1.229,00	3.127,00	12.239,00	39.176,00	9.639,00	14.272,00	29.947,00	11.678,00	13.080,00	12.565,00	13.605,00	13.012,00	9.949,00	14.755,00	16.571,00	13.282,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PSJ	2 a 6x	TPV	138.441.053,00	128.637.519,00	130.550.622,00	115.858.889,00	119.127.675,00	117.655.559,00	135.269.838,00	132.200.722,00	133.752.032,00	131.895.631,00	183.253.489,00	109.541.020,00	159.832.484,00	142.187.264,00	186.000.496,00	177.563.396,00	191.226.811,00	194.595.692,00	204.345.545,00	202.100.923,00	201.733.606,00	245.603.430,00	286.479.564,00	238.236.665,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PSJ	7 a 12x	TPV	85.241.959,00	78.713.580,00	79.672.250,00	68.651.266,00	73.913.131,00	63.772.330,00	69.772.404,00	64.780.588,00	66.463.029,00	75.017.547,00	107.642.667,00	60.742.398,00	98.014.537,00	86.907.643,00	115.474.563,00	107.792.171,00	116.086.726,00	118.131.848,00	124.050.625,00	122.687.996,00	122.465.012,00	149.096.762,00	173.911.147,00	144.624.668,00
OP	BIG SELLERS	BS FARMING	-	DEMAIS BS	-	-	credit_card	PSJ	Maior que 12x	TPV	3.972.313,00	3.261.186,00	3.893.010,00	3.711.846,00	4.020.930,00	2.944.219,00	4.182.998,00	3.275.743,00	3.580.848,00	3.214.861,00	3.243.843,00	2.047.896,00	3.434.903,00	4.764.810,00	8.119.791,00	6.530.203,00	7.032.696,00	7.156.592,00	7.515.160,00	7.432.609,00	7.419.102,00	9.032.490,00	10.535.781,00	8.761.564,00
