BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	YEARMONTH_ID	VERSION_DESC	DEVICE_TAP_TYPE	 VALUE_AMOUNT 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202606	PLANO V5		 1.312.186,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202607	PLANO V5		 1.396.570,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202608	PLANO V5		 1.316.357,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202609	PLANO V5		 1.204.436,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202610	PLANO V5		 1.246.292,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202611	PLANO V5		 1.191.019,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	account_money	-	202612	PLANO V5		 1.075.847,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202601	PLANO V5		 7.524.689,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202602	PLANO V5		 6.983.433,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202603	PLANO V5		 8.019.879,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202604	PLANO V5		 6.850.994,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202605	PLANO V5		 7.064.588,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202606	PLANO V5		 6.203.950,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202607	PLANO V5		 5.888.629,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202608	PLANO V5		 5.606.100,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202609	PLANO V5		 5.132.003,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202610	PLANO V5		 5.130.497,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202611	PLANO V5		 4.864.858,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	bank_transfer	-	202612	PLANO V5		 4.333.447,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	consumer_credits	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202601	PLANO V5		 193.527.287,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202602	PLANO V5		 187.563.769,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202603	PLANO V5		 207.478.438,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202604	PLANO V5		 195.880.740,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202605	PLANO V5		 194.261.386,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202606	PLANO V5		 182.046.302,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202607	PLANO V5		 183.636.127,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202608	PLANO V5		 170.976.442,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202609	PLANO V5		 162.118.457,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202610	PLANO V5		 166.128.534,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202611	PLANO V5		 159.486.809,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	1x	202612	PLANO V5		 145.547.351,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202601	PLANO V5		 326.631.207,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202602	PLANO V5		 312.910.115,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202603	PLANO V5		 341.580.626,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202604	PLANO V5		 323.859.518,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202605	PLANO V5		 314.417.746,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202606	PLANO V5		 293.391.812,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202607	PLANO V5		 290.829.783,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202608	PLANO V5		 275.694.034,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202609	PLANO V5		 259.700.175,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202610	PLANO V5		 265.825.264,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202611	PLANO V5		 256.060.158,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	2 a 6x	202612	PLANO V5		 233.903.757,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202601	PLANO V5		 152.554.648,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202602	PLANO V5		 143.141.774,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202603	PLANO V5		 148.961.753,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202604	PLANO V5		 140.900.623,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202605	PLANO V5		 139.960.102,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202606	PLANO V5		 128.735.093,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202607	PLANO V5		 131.062.417,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202608	PLANO V5		 121.106.792,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202609	PLANO V5		 115.557.499,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202610	PLANO V5		 118.345.499,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202611	PLANO V5		 113.555.079,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	7 a 12x	202612	PLANO V5		 103.243.839,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	credit_card	Maior que 12x	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202601	PLANO V5		 189.556,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202602	PLANO V5		 200.793,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202603	PLANO V5		 223.784,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202604	PLANO V5		 180.282,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202605	PLANO V5		 239.210,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202606	PLANO V5		 320.752,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202607	PLANO V5		 274.229,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202608	PLANO V5		 255.870,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202609	PLANO V5		 256.731,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202610	PLANO V5		 253.253,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202611	PLANO V5		 244.796,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	debit_card	-	202612	PLANO V5		 225.255,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202601	PLANO V5		 15.018.050,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202602	PLANO V5		 12.743.199,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202603	PLANO V5		 16.244.383,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202604	PLANO V5		 14.570.452,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202605	PLANO V5		 14.230.868,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202606	PLANO V5		 10.579.360,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202607	PLANO V5		 8.418.247,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202608	PLANO V5		 10.082.446,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202609	PLANO V5		 8.799.407,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202610	PLANO V5		 8.805.664,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202611	PLANO V5		 8.837.515,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	digital_currency	-	202612	PLANO V5		 7.893.155,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202601	PLANO V5		 3.437.374,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202602	PLANO V5		 3.058.825,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202603	PLANO V5		 3.117.078,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202604	PLANO V5		 2.429.339,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202605	PLANO V5		 2.251.559,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202606	PLANO V5		 2.070.852,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202607	PLANO V5		 1.803.804,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202608	PLANO V5		 1.680.820,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202609	PLANO V5		 1.508.830,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202610	PLANO V5		 1.571.672,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202611	PLANO V5		 1.489.879,00 
ONLINE PAYMENTS	LONGTAIL	LINK	-	LEGADO	ticket	-	202612	PLANO V5		 1.336.474,00 
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	account_money	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	bank_transfer	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	consumer_credits	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	-	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	1x	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	2 a 6x	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	7 a 12x	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202610	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202611	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	credit_card	Maior que 12x	202612	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202601	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202602	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202603	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202604	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202605	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202606	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202607	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202608	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202609	PLANO V5		 -   
ONLINE PAYMENTS	LONGTAIL	OTHERS	-	LEGADO	debit_card	-	202610	PLANO V5		 -   
