CENARIO	MES	PRODUTO	CARTEIRA	CANAL	SUB_CANAL	SEGMENTO	CICLO_VIDA	VALOR	TIPO	BU	MOP	MONEY_RELEASE_SCHEMA	TYPE_FIN	PARCELAS
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		7650.42	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	5
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		15150.7	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	6
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1839.71	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	7
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1472.87	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	8
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		704.96	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	9
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		588281.39	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	10
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		11105.33	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	11
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		599189.86	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	12
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1903498.74	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	2
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		3399731.42	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	3
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1035912.03	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	4
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		615356.81	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	5
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1214747.6	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	6
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		79420.99	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	7
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		160336.26	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	8
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		40082.83	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	9
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		1843.98	FORECAST 3+9	OP	DEBIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		238487.14	FORECAST 3+9	OP	DIGITAL_CURRENCY	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	LONGTAIL		11760231.53	FORECAST 3+9	OP	TICKET	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		4096969.83	FORECAST 3+9	OP	ACCOUNT_MONEY	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		104855816.0	FORECAST 3+9	OP	BANK_TRANSFER	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		1927039.01	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	10
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		212412.35	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	11
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		4560140.88	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	12
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		2498.85	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	18
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		5307272.97	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	2
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		5045423.34	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	3
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		4669996.12	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	4
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		2132775.31	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	5
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		2569987.15	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	6
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		609280.61	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	7
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		940556.58	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	8
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		278365.97	FORECAST 3+9	OP	CREDIT_CARD	PCJ	PCJ	9
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		60116679.2	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		752910.62	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	10
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		11004.87	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	11
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		1119947.02	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	12
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		769552.82	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	2
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		1541238.72	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	3
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		782677.31	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	4
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		507398.94	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	5
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		1659565.21	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	6
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		83593.39	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	7
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		250335.07	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	8
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		49788.01	FORECAST 3+9	OP	CREDIT_CARD	PNF	NOT_FINANCED	9
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		12529984.23	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	10
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		179903.83	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	11
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		11042602.28	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	12
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		11386.18	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	18
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		17860000.9	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	2
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		30873045.81	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	3
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		12457911.91	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	4
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		9721241.8	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	5
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		19270144.44	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	6
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		1207791.01	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	7
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		2113960.28	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	8
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		548028.52	FORECAST 3+9	OP	CREDIT_CARD	PSJ	PSJ	9
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		3569.2	FORECAST 3+9	OP	DEBIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		669401.5	FORECAST 3+9	OP	DIGITAL_CURRENCY	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	OP - CHECKOUT	ENGAGEMENT	ENGAGEMENT & VALUE PROP	ENGAGEMENT & VALUE PROP	SMB		47624816.93	FORECAST 3+9	OP	TICKET	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2604330.98	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		248701.76	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	11
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2345113.88	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	12
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		85033.58	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	13
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		80054.54	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	14
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		68944.34	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	15
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		45783.49	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	16
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		27009.39	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	17
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		662935.17	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	18
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		4771962.67	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	2
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		4348051.88	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	3
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		3695012.03	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	4
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1875372.24	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	5
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2672081.46	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	6
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		723912.3	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	7
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1296409.6	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	8
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		309299.83	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	9
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		88455214.56	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		111.36	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		185.21	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	12
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1018.22	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	2
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1724.92	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	3
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		730.82	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	4
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2140.16	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	5
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2189.55	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	6
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		15618230.55	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		240583.11	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	11
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		4991410.37	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	12
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		85522.92	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	13
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		83650.71	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	14
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		301333.65	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	15
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		78445.51	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	16
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		28297.84	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	17
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1718241.47	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	18
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		15421745.32	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	2
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		20619411.09	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	3
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		12583109.8	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	4
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		6619153.58	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	5
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		8587297.64	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	6
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		1338171.79	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	7
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		2921490.71	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	8
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		616837.04	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	9
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		74345595.17	FORECAST 3+9	POINT	DEBIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		301.03	FORECAST 3+9	POINT	PREPAID_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	LONGTAIL		429.76	FORECAST 3+9	POINT	VOUCHER_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		843997.74	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		105259.69	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	11
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		756524.27	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	12
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		25079.93	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	13
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		35474.4	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	14
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		39829.17	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	15
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		17380.77	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	16
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		5913.22	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	17
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		315892.03	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	18
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		1163593.59	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	2
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		986856.9	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	3
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		1054503.51	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	4
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		587173.74	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	5
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		683750.77	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	6
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		165546.8	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	7
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		333842.8	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	8
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		56954.16	FORECAST 3+9	POINT	CREDIT_CARD	PCJ	PCJ	9
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		85879205.55	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	1
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		28495.25	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		1791.73	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	12
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		8738.32	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	2
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		13250.93	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	3
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		6328.29	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	4
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		12951.38	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	5
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		6349.61	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	6
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		1010.18	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	7
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		1559.88	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	8
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		433.91	FORECAST 3+9	POINT	CREDIT_CARD	PNF	NOT_FINANCED	9
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		22006088.06	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	10
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		217077.51	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	11
FORECAST 4+8	202608	POINT	ACQUISITION	CANAIS DIGITAIS	APP	SMB		10649143.23	FORECAST 3+9	POINT	CREDIT_CARD	PSJ	PSJ	12
